frame_no_cam,person_id,x_top_left_BB,y_top_left_BB,x_bottom_right_BB,y_bottom_right_BB
102,182,1707,352,1772,480
103,182,1705,352,1772,483
104,182,1703,352,1773,467
105,182,1701,353,1773,468
106,182,1700,353,1773,469
107,182,1699,354,1774,470
108,182,1698,356,1775,472
109,182,1698,357,1776,474
110,182,1698,358,1776,476
111,182,1699,360,1776,477
112,182,1700,361,1776,478
113,182,1706,362,1776,479
114,182,1707,362,1776,479
115,182,1703,363,1776,480
116,182,1703,363,1776,481
117,182,1704,363,1776,505
118,182,1704,363,1776,505
119,182,1705,363,1776,505
120,182,1705,363,1776,505
121,182,1706,364,1775,505
122,182,1706,364,1776,505
123,182,1707,365,1776,483
124,182,1707,367,1775,484
125,182,1708,368,1775,485
126,182,1709,370,1774,486
127,182,1710,371,1773,462
128,182,1717,373,1773,463
129,182,1716,374,1772,464
130,182,1716,374,1771,465
131,182,1709,375,1771,467
132,182,1707,375,1771,468
133,182,1704,375,1771,469
134,182,1702,375,1772,470
135,182,1701,375,1772,471
136,182,1699,375,1773,471
137,182,1698,375,1773,471
138,182,1696,376,1773,471
139,182,1695,376,1774,472
140,182,1694,377,1775,472
141,182,1693,379,1776,473
142,182,1691,380,1777,474
143,182,1691,382,1777,476
144,182,1690,384,1777,478
145,182,1690,385,1777,479
146,182,1691,386,1777,480
147,182,1691,387,1776,481
148,182,1691,387,1776,482
149,182,1700,387,1776,482
150,182,1692,387,1775,483
151,182,1692,387,1774,485
152,182,1692,387,1773,486
153,182,1693,387,1772,487
154,182,1694,388,1771,488
155,182,1695,389,1770,488
156,182,1695,390,1770,490
157,182,1695,391,1770,486
158,182,1695,392,1769,482
159,182,1696,394,1767,484
160,182,1703,395,1766,484
161,182,1703,397,1764,485
162,182,1702,398,1762,483
163,182,1701,399,1761,484
164,182,1700,399,1759,483
165,182,1698,399,1758,484
166,182,1696,400,1757,484
167,182,1694,400,1757,483
168,182,1692,400,1757,483
169,182,1690,400,1757,483
170,182,1687,400,1757,483
171,182,1685,400,1757,483
172,182,1683,401,1756,484
173,182,1681,401,1756,484
174,182,1679,402,1756,485
175,182,1692,403,1756,485
176,182,1691,403,1756,485
177,182,1690,403,1756,484
178,182,1674,403,1756,483
179,182,1674,401,1756,482
180,182,1675,399,1757,481
181,182,1676,397,1757,483
182,182,1678,394,1758,484
183,182,1680,391,1758,484
184,182,1682,388,1759,484
185,182,1683,385,1759,481
186,182,1685,383,1760,489
187,182,1676,380,1761,483
188,182,1678,378,1762,480
189,182,1680,375,1762,478
190,182,1682,373,1762,476
191,182,1683,371,1762,474
192,182,1684,370,1761,506
193,182,1686,369,1760,471
194,182,1685,368,1760,471
195,182,1685,369,1760,470
196,182,1684,369,1761,469
197,182,1682,370,1762,469
198,182,1680,371,1763,468
199,182,1678,371,1763,467
200,182,1676,371,1763,466
201,182,1676,370,1761,464
202,182,1678,367,1762,462
203,182,1682,365,1763,484
204,182,1680,361,1766,477
205,182,1679,356,1769,473
206,182,1679,352,1770,471
207,182,1679,349,1771,470
208,182,1680,346,1771,481
209,182,1681,344,1771,480
210,182,1682,343,1770,481
211,182,1683,342,1770,482
212,182,1684,341,1770,482
213,182,1683,341,1768,482
214,182,1678,340,1768,481
215,182,1675,340,1768,482
216,182,1673,338,1768,482
217,182,1672,335,1769,482
218,182,1673,330,1769,480
219,182,1675,325,1769,477
220,182,1677,320,1771,473
221,182,1678,316,1772,476
222,182,1678,312,1773,466
223,182,1679,310,1773,482
224,182,1679,308,1773,484
225,182,1679,307,1773,486
226,182,1679,307,1772,484
227,182,1679,306,1772,482
228,182,1678,306,1771,478
229,182,1677,306,1770,473
230,182,1677,306,1765,485
231,182,1677,305,1768,485
232,182,1677,303,1767,485
233,182,1677,300,1770,484
234,182,1676,296,1771,482
235,182,1677,293,1773,480
236,182,1673,289,1774,478
237,182,1672,285,1773,475
238,182,1671,282,1773,471
239,182,1670,280,1771,469
240,182,1670,280,1768,474
241,182,1663,282,1766,478
242,182,1657,284,1765,482
243,182,1652,286,1763,485
244,182,1648,286,1762,487
245,182,1645,286,1760,488
246,182,1643,285,1758,489
247,182,1644,285,1753,489
248,182,1646,284,1749,489
249,182,1649,284,1745,489
250,182,1646,284,1742,489
251,182,1638,285,1740,489
252,182,1632,286,1739,490
253,182,1627,287,1737,492
254,182,1625,289,1735,494
255,182,1623,291,1731,497
256,182,1623,292,1728,498
257,182,1623,294,1724,498
258,182,1621,294,1721,499
259,182,1622,295,1717,499
260,182,1622,295,1714,499
261,182,1622,294,1712,499
262,182,1623,294,1709,499
263,182,1623,293,1707,500
264,182,1623,293,1705,500
265,182,1614,292,1705,500
266,182,1606,293,1704,499
267,182,1598,293,1702,504
268,182,1589,294,1702,507
269,182,1581,295,1704,511
270,182,1574,297,1706,513
271,182,1568,299,1708,515
272,182,1564,300,1707,517
273,182,1561,302,1706,517
274,182,1560,303,1703,517
275,182,1560,304,1700,517
276,182,1562,304,1695,517
277,182,1564,304,1690,517
278,182,1566,303,1683,517
279,182,1567,316,1674,514
280,182,1571,308,1670,517
281,182,1576,304,1667,517
282,182,1569,302,1665,517
283,182,1560,302,1664,516
284,182,1552,303,1663,520
285,182,1547,305,1660,522
286,182,1543,308,1657,525
287,182,1541,310,1652,526
288,182,1541,311,1648,527
289,182,1541,312,1644,527
290,182,1541,313,1639,528
291,182,1542,313,1635,528
292,182,1541,313,1632,528
293,182,1541,312,1630,528
294,182,1541,312,1627,528
295,182,1541,311,1625,529
296,182,1532,310,1625,529
297,182,1523,310,1624,529
298,182,1515,310,1622,533
299,182,1506,311,1622,536
300,182,1498,312,1623,539
301,182,1490,314,1625,542
302,182,1483,316,1627,546
303,182,1477,317,1627,547
304,182,1474,319,1626,548
305,182,1471,320,1623,548
306,182,1470,321,1620,549
307,182,1469,321,1615,549
308,182,1470,320,1609,549
309,182,1471,320,1602,549
310,182,1473,319,1594,550
311,182,1476,318,1587,550
312,182,1479,318,1581,550
313,182,1483,318,1575,550
314,182,1473,318,1572,550
315,182,1463,320,1570,550
316,182,1455,322,1568,553
317,182,1449,324,1564,556
318,182,1445,326,1560,558
319,182,1441,327,1554,560
320,182,1440,328,1548,562
321,182,1438,329,1549,563
322,182,1436,329,1547,563
323,182,1436,329,1543,562
324,182,1437,328,1535,562
325,182,1436,327,1527,561
326,182,1437,326,1515,561
327,182,1439,325,1505,560
328,182,1440,324,1499,560
329,182,1430,323,1495,560
330,182,1422,323,1490,560
331,182,1414,323,1485,560
332,182,1396,324,1484,561
333,182,1379,325,1483,560
334,182,1366,327,1482,560
335,182,1359,328,1479,559
336,182,1354,329,1478,559
337,182,1351,329,1472,559
338,182,1351,329,1464,559
339,182,1350,329,1455,559
340,182,1349,328,1445,559
341,182,1351,326,1433,559
342,182,1353,325,1419,559
343,182,1356,323,1407,559
344,182,1355,321,1400,559
345,182,1335,320,1394,559
346,182,1326,320,1389,559
347,182,1316,319,1385,559
348,182,1299,320,1390,559
349,182,1286,321,1393,559
350,182,1277,322,1394,559
351,182,1269,323,1393,559
352,182,1265,324,1390,558
353,182,1262,325,1385,556
354,182,1261,325,1378,553
355,182,1260,325,1369,550
356,182,1257,324,1360,547
357,182,1256,323,1351,545
358,182,1256,322,1339,545
359,182,1258,320,1325,545
360,182,1263,318,1309,545
361,182,1254,316,1300,546
362,182,1244,315,1296,544
363,182,1236,315,1291,546
364,182,1227,315,1291,546
365,182,1211,316,1295,546
366,182,1199,317,1297,546
367,182,1189,318,1299,546
368,182,1181,319,1299,545
369,182,1176,320,1297,544
370,182,1173,321,1292,542
371,182,1173,321,1283,540
372,182,1171,321,1274,540
373,182,1170,320,1265,540
374,182,1170,318,1254,541
375,182,1172,316,1240,541
376,182,1176,314,1225,541
377,182,1177,313,1211,542
378,182,1160,311,1204,542
379,182,1151,311,1203,542
380,182,1142,311,1205,542
381,182,1131,311,1209,542
382,182,1117,312,1211,542
383,182,1107,313,1212,542
384,182,1100,314,1211,541
385,182,1096,315,1210,540
386,182,1092,316,1207,538
387,182,1087,316,1201,536
388,182,1085,315,1194,533
389,182,1083,315,1186,530
390,182,1083,313,1178,528
391,182,1084,312,1166,528
392,182,1086,310,1151,528
393,182,1089,309,1135,529
394,182,1081,307,1121,529
395,182,1074,306,1118,529
396,182,1065,306,1120,529
397,182,1057,306,1122,530
398,182,1042,307,1128,530
399,182,1031,308,1131,529
400,182,1025,309,1129,529
401,182,1020,310,1129,529
402,182,1016,310,1128,528
403,182,1014,311,1124,526
404,182,1013,310,1118,523
405,182,1011,310,1110,522
406,182,1017,309,1102,522
407,182,1019,307,1092,522
408,182,1021,305,1082,522
409,182,1023,304,1070,521
410,182,1019,302,1058,521
411,182,1011,301,1056,522
412,182,1003,300,1058,523
413,182,995,300,1060,523
414,182,986,300,1061,522
415,182,978,301,1062,522
416,182,971,302,1063,521
417,182,963,302,1062,520
418,182,956,303,1061,519
419,182,951,304,1057,518
420,182,948,304,1051,429
421,182,945,303,1044,428
422,182,944,303,1035,428
423,182,943,302,1025,428
424,182,942,301,1014,427
425,182,942,299,1002,427
426,182,943,298,987,423
427,182,943,296,977,422
428,182,941,295,967,421
429,182,936,294,964,420
430,182,929,294,960,418
431,182,923,295,958,410
432,182,902,296,956,411
433,182,892,297,954,410
434,182,884,298,952,411
435,182,877,299,948,412
436,182,872,300,943,412
437,182,869,300,937,411
438,182,867,299,931,415
439,182,866,298,923,415
440,182,879,297,916,428
441,182,875,295,910,435
442,182,873,294,904,434
443,182,867,292,898,432
444,182,858,291,894,431
445,182,847,290,898,455
446,182,835,290,904,453
447,182,824,290,908,452
448,182,813,291,910,424
449,182,803,292,912,424
450,182,795,293,912,425
451,182,788,294,910,425
452,182,783,295,907,425
453,182,779,295,902,425
454,182,777,295,895,425
455,182,776,294,888,424
456,182,776,294,878,423
457,182,777,292,868,422
458,182,779,291,856,421
459,182,782,289,844,422
460,182,785,288,834,423
461,182,785,287,828,423
462,182,771,286,824,451
463,182,764,286,818,487
464,182,756,286,816,486
465,182,744,287,815,486
466,182,738,288,813,486
467,182,734,289,809,487
468,182,731,290,804,487
469,182,728,290,801,487
470,182,727,290,795,487
471,182,725,290,803,487
472,182,723,289,796,487
473,182,720,288,788,487
474,182,719,287,780,487
475,182,720,286,800,487
476,182,721,284,789,488
477,182,714,283,778,488
478,182,708,282,767,488
479,182,700,281,766,488
479,189,1534,339,1560,398
480,182,691,281,769,488
480,189,1536,323,1563,398
481,182,682,281,771,488
481,189,1537,313,1565,399
482,182,673,282,773,488
482,189,1536,314,1568,399
483,182,665,283,773,488
483,189,1536,314,1571,399
484,182,658,284,773,488
484,189,1534,314,1574,399
485,182,652,285,772,487
485,189,1539,314,1576,399
486,182,647,285,769,485
486,189,1540,314,1578,399
487,182,644,285,765,483
487,189,1541,314,1580,399
488,182,642,285,760,480
488,189,1544,314,1584,399
489,182,641,285,755,478
489,189,1539,315,1589,402
490,182,640,284,748,476
490,189,1538,315,1595,404
491,182,641,282,741,473
491,189,1537,316,1600,405
492,182,642,281,733,473
492,189,1537,317,1605,405
493,182,644,279,724,474
493,189,1537,318,1610,406
494,182,646,277,715,474
494,189,1537,319,1614,407
495,182,648,276,706,474
495,189,1540,319,1617,407
496,182,648,275,705,474
496,189,1544,320,1620,408
497,182,647,275,705,474
497,189,1549,320,1621,408
498,182,642,275,706,474
498,189,1556,321,1622,408
499,182,638,276,707,474
499,189,1563,320,1622,408
500,182,633,277,708,474
500,189,1571,320,1621,408
501,182,628,277,708,474
501,189,1579,320,1622,408
502,182,625,278,707,473
502,189,1582,320,1625,408
503,182,620,278,704,471
503,189,1581,321,1629,408
504,182,617,278,699,467
504,189,1581,322,1633,409
505,182,615,278,692,464
505,189,1580,322,1640,411
506,182,614,277,686,463
506,189,1579,323,1647,411
507,182,614,275,680,463
507,189,1578,324,1653,412
508,182,611,273,674,463
508,189,1579,325,1658,413
509,182,605,272,668,464
509,189,1580,325,1662,414
510,182,599,270,661,464
510,189,1584,326,1664,414
511,182,592,269,658,464
511,189,1590,326,1665,415
512,182,584,268,661,464
512,189,1597,326,1665,415
513,182,576,268,664,464
513,189,1604,326,1666,414
514,182,569,268,666,465
514,189,1611,326,1669,415
515,182,562,269,667,465
515,189,1619,325,1671,415
516,182,556,269,667,465
516,189,1626,326,1673,415
517,182,551,270,666,465
517,189,1633,326,1675,415
518,182,547,271,664,464
518,189,1638,326,1679,418
519,182,544,271,660,462
519,189,1631,327,1684,420
520,182,542,271,656,459
520,189,1631,328,1689,421
521,182,541,271,651,456
521,189,1630,329,1695,422
522,182,541,270,646,453
522,189,1630,330,1699,423
523,182,541,269,640,451
523,189,1630,331,1703,424
524,182,542,268,634,451
524,189,1632,332,1705,425
525,182,543,266,627,451
525,189,1635,333,1707,425
526,182,544,265,619,452
526,189,1640,333,1707,425
527,182,546,264,612,452
527,189,1645,334,1707,425
528,182,546,263,607,452
528,189,1650,334,1706,425
529,182,545,263,607,452
529,189,1655,334,1706,425
530,182,544,263,607,452
530,189,1660,334,1705,426
531,182,542,264,608,452
531,189,1660,334,1706,426
532,182,537,264,609,452
532,189,1661,335,1706,426
533,182,533,265,609,452
533,189,1662,335,1707,428
534,182,528,266,608,451
534,189,1662,336,1708,431
535,182,524,267,606,449
535,189,1662,337,1710,433
536,182,521,267,602,446
536,189,1662,338,1711,434
537,182,519,266,597,443
537,189,1663,339,1712,435
538,182,517,266,592,443
538,189,1664,340,1714,436
539,182,514,264,587,444
539,189,1665,340,1715,437
540,182,511,263,581,444
540,189,1666,341,1717,438
541,182,506,261,574,444
541,189,1667,342,1718,438
542,182,501,260,566,444
542,189,1668,342,1718,437
543,182,496,259,558,445
543,189,1669,342,1718,437
544,182,490,258,559,445
544,189,1669,342,1719,437
545,182,483,258,561,445
545,189,1667,343,1719,437
546,182,476,258,563,445
546,189,1665,343,1720,437
547,182,471,258,563,445
547,189,1664,344,1720,437
548,182,465,259,563,445
548,189,1663,345,1721,437
549,182,460,260,563,444
549,189,1663,346,1722,437
550,182,457,261,561,444
550,189,1663,347,1722,436
551,182,454,261,559,442
551,189,1663,348,1723,436
552,182,451,261,556,440
552,189,1663,349,1723,435
553,182,450,261,552,438
553,189,1663,350,1722,435
554,182,449,261,548,435
554,189,1662,350,1722,434
555,182,448,260,543,433
555,189,1661,351,1721,434
556,182,449,259,538,432
556,189,1660,351,1720,434
557,182,449,258,532,432
557,189,1658,351,1719,435
558,182,451,256,526,430
558,189,1658,351,1719,437
559,182,452,255,520,433
559,189,1657,351,1718,432
560,182,453,254,513,433
560,189,1657,351,1718,432
561,182,453,253,511,433
561,189,1658,352,1717,432
562,182,452,253,511,433
562,189,1659,352,1717,434
563,182,449,253,512,433
563,189,1660,353,1717,435
564,182,445,254,513,433
564,189,1662,355,1717,436
565,182,442,255,513,433
565,189,1662,356,1717,437
566,182,439,256,514,433
566,189,1662,357,1716,438
567,182,435,256,514,432
567,189,1661,358,1716,439
568,182,432,257,511,431
568,189,1661,359,1716,440
569,182,428,257,508,428
569,189,1662,359,1715,422
570,182,425,257,503,425
570,189,1662,360,1715,423
571,182,423,256,499,423
571,189,1663,360,1714,423
572,182,420,255,495,421
572,189,1661,360,1714,425
573,182,418,254,490,420
573,189,1659,360,1714,426
574,182,416,252,484,419
574,189,1658,360,1714,426
575,182,413,251,467,337
575,189,1657,361,1714,426
576,182,411,250,469,355
576,189,1656,362,1715,426
577,182,407,249,471,356
577,189,1656,363,1715,426
578,182,403,249,472,355
578,189,1655,364,1715,427
579,182,398,249,473,355
579,189,1655,366,1716,429
580,182,395,249,474,355
580,189,1655,367,1716,430
581,182,391,250,474,355
581,189,1654,368,1716,432
582,182,388,251,473,355
582,189,1653,369,1716,433
583,182,385,251,460,336
583,189,1651,369,1715,434
584,182,382,252,457,336
584,189,1649,370,1715,435
585,182,380,252,454,336
585,189,1648,371,1714,435
586,182,379,252,438,321
586,189,1647,371,1713,435
587,182,377,251,435,320
587,189,1647,371,1712,435
588,182,376,251,432,318
588,189,1647,371,1711,436
589,182,376,249,429,317
589,189,1652,375,1710,439
590,182,375,248,426,316
590,189,1652,374,1710,439
591,182,374,247,433,331
591,189,1648,373,1710,438
592,182,373,246,429,331
592,189,1649,373,1711,439
593,182,372,245,425,330
593,189,1651,373,1711,440
594,182,371,244,422,329
594,189,1652,375,1710,440
595,182,368,244,420,328
595,189,1652,376,1710,440
596,182,366,244,418,327
596,189,1651,377,1710,441
597,182,363,244,417,327
597,189,1651,378,1709,442
598,182,361,245,415,326
598,189,1651,379,1709,443
599,182,358,246,407,314
599,189,1651,380,1709,437
600,182,356,247,405,314
600,189,1652,381,1708,437
601,182,357,247,403,310
601,189,1653,381,1707,437
602,182,355,247,401,310
602,189,1653,380,1707,437
603,182,352,247,398,309
603,189,1653,380,1707,437
604,182,350,246,395,308
604,189,1653,379,1708,436
605,182,348,245,393,307
605,189,1653,378,1708,439
606,182,346,244,391,306
606,189,1653,377,1709,439
607,182,344,243,389,305
607,189,1647,376,1710,439
608,182,341,241,388,304
608,189,1646,375,1712,439
609,182,339,240,386,303
609,189,1646,374,1713,441
610,182,336,239,386,303
610,189,1646,372,1714,439
611,182,333,239,385,302
611,189,1646,370,1714,437
612,182,330,239,383,302
612,189,1645,367,1714,436
613,182,328,239,382,303
613,189,1644,366,1714,434
614,182,326,240,381,303
614,189,1642,364,1714,432
615,182,325,240,380,304
615,189,1641,363,1714,427
616,182,323,241,378,304
616,189,1640,361,1714,427
617,182,322,241,377,304
617,189,1640,361,1713,427
618,182,321,241,375,303
618,189,1642,360,1713,425
619,182,320,241,373,303
619,189,1645,359,1714,424
620,182,320,241,371,302
620,189,1645,358,1716,438
621,182,319,240,369,301
621,189,1645,356,1719,433
622,182,318,239,367,300
622,189,1646,353,1722,428
623,182,317,238,365,299
623,189,1647,350,1724,437
624,182,316,237,362,298
624,189,1649,347,1725,434
625,182,316,236,359,297
625,189,1651,346,1726,432
626,182,315,235,357,297
626,189,1652,345,1727,431
627,182,314,234,354,296
627,189,1654,344,1727,432
628,182,312,233,353,295
628,189,1656,343,1727,432
629,182,310,234,352,295
629,189,1657,343,1726,431
630,182,309,234,351,296
630,189,1658,343,1726,437
631,182,307,235,351,296
631,189,1656,342,1726,433
632,182,305,236,350,297
632,189,1654,341,1728,432
633,182,304,236,348,297
633,189,1652,338,1730,432
634,182,302,237,347,297
634,189,1652,335,1732,430
635,182,300,237,345,297
635,189,1652,331,1734,427
636,182,298,237,342,296
636,189,1652,327,1735,429
637,182,296,236,340,295
637,189,1652,325,1735,441
638,182,294,235,338,294
638,189,1653,324,1735,439
639,182,293,234,336,293
639,189,1653,323,1735,438
640,182,291,232,335,292
640,189,1653,323,1735,436
641,182,289,231,334,291
641,189,1652,323,1734,436
642,182,287,230,332,290
642,189,1652,323,1733,436
643,182,285,229,331,289
643,189,1652,323,1732,436
644,182,282,229,331,289
644,189,1655,323,1731,436
645,182,280,229,330,289
645,189,1658,322,1731,436
646,182,278,229,329,289
646,189,1657,321,1733,436
647,182,276,230,328,290
647,189,1656,319,1736,435
648,182,275,230,327,290
648,189,1656,316,1739,435
649,182,273,231,326,290
649,189,1657,314,1741,433
650,182,272,231,324,290
650,189,1658,312,1742,431
651,182,271,231,306,276
651,189,1659,311,1742,429
652,182,270,231,305,276
652,189,1660,311,1741,427
653,182,270,231,303,275
653,189,1661,313,1739,429
654,182,269,231,304,283
654,189,1663,315,1736,433
655,182,268,230,315,287
655,189,1663,319,1733,438
656,182,267,228,313,286
656,189,1662,322,1731,442
657,182,266,227,311,285
657,189,1659,324,1730,445
658,182,265,226,308,284
658,189,1656,325,1729,446
659,182,265,225,306,284
659,189,1654,326,1729,447
660,182,264,224,304,283
660,189,1654,326,1729,452
661,182,262,224,303,283
661,189,1654,328,1729,455
662,182,260,224,302,282
662,189,1654,329,1730,457
663,182,258,225,301,283
663,189,1654,331,1731,458
664,182,257,225,301,283
664,189,1653,331,1731,459
665,182,255,226,287,279
665,189,1651,332,1731,442
666,182,254,227,283,271
666,189,1650,332,1730,460
667,182,252,227,281,271
667,189,1648,333,1730,460
668,182,250,227,280,270
668,189,1647,333,1729,460
669,182,248,227,278,269
669,189,1646,333,1728,460
670,182,247,226,276,269
670,189,1647,332,1727,460
671,182,245,226,275,268
671,189,1648,332,1727,459
672,182,243,225,275,276
672,189,1651,332,1726,459
673,182,238,223,275,282
673,189,1653,333,1726,462
674,182,236,222,274,282
674,189,1655,333,1726,467
675,182,235,221,283,281
675,189,1657,334,1726,471
676,182,234,220,282,280
676,189,1656,336,1726,473
677,182,232,220,281,280
677,189,1656,338,1727,474
678,182,230,220,280,280
678,189,1655,339,1727,457
679,182,227,220,279,280
679,189,1654,340,1728,456
680,182,225,221,267,280
680,189,1654,341,1728,455
681,182,224,222,266,281
681,189,1655,342,1728,455
682,182,222,223,265,281
682,189,1656,343,1728,456
683,182,221,223,264,282
683,189,1657,343,1727,459
684,182,220,223,263,281
684,189,1655,343,1726,462
685,182,219,223,265,291
685,189,1652,344,1726,467
686,182,219,223,263,291
686,189,1650,344,1727,454
687,182,218,223,263,299
687,189,1648,345,1727,455
688,182,217,222,262,298
688,189,1647,347,1729,456
689,182,216,220,265,297
689,189,1646,348,1730,458
690,182,219,219,263,296
690,189,1645,350,1731,460
691,182,218,218,261,295
691,189,1645,352,1732,462
692,182,218,217,259,297
692,189,1646,353,1732,463
693,182,214,216,257,297
693,189,1645,354,1732,474
694,182,213,216,256,297
694,189,1645,355,1731,474
695,182,211,216,256,293
695,189,1644,356,1730,473
696,182,210,217,255,294
696,189,1642,356,1729,474
697,182,211,217,262,294
697,189,1640,357,1728,472
698,182,210,218,260,286
698,189,1639,357,1728,473
699,182,209,219,259,293
699,189,1639,357,1727,473
700,182,208,219,258,292
700,189,1640,357,1727,473
701,182,203,219,257,292
701,189,1641,358,1727,495
702,182,201,218,255,292
702,189,1643,359,1727,476
703,182,200,217,254,293
703,189,1646,360,1727,473
704,182,198,216,253,294
704,189,1649,362,1726,495
705,182,197,215,253,296
705,189,1649,364,1726,455
706,182,196,214,251,284
706,189,1648,366,1726,457
707,182,194,213,250,284
707,189,1648,367,1726,459
708,182,193,212,249,283
708,189,1648,368,1726,460
709,182,190,211,248,283
709,189,1649,369,1726,461
710,182,188,211,248,283
710,189,1650,370,1726,461
711,182,186,211,247,283
711,189,1651,371,1725,462
712,182,184,212,247,283
712,189,1649,371,1725,464
713,182,183,212,245,282
713,189,1645,370,1724,466
714,182,182,213,234,269
714,189,1642,371,1724,467
715,182,181,213,232,269
715,189,1640,371,1724,467
716,182,180,213,231,269
716,189,1639,373,1723,467
717,182,180,214,230,269
717,189,1639,374,1723,467
718,182,179,213,228,268
718,189,1638,376,1723,469
719,182,178,213,227,267
719,189,1637,378,1722,469
720,182,178,212,226,266
720,189,1636,380,1721,497
721,182,177,211,224,266
721,189,1635,381,1719,475
722,182,177,210,223,274
722,189,1633,382,1716,470
723,182,176,209,222,274
723,189,1630,383,1714,471
724,182,175,208,221,273
724,189,1627,383,1711,472
725,182,175,207,220,273
725,189,1631,384,1709,474
726,182,174,207,220,272
726,189,1627,384,1707,472
727,182,174,207,219,272
727,189,1624,383,1705,472
728,182,173,207,219,273
728,189,1622,383,1703,472
729,182,173,208,219,273
729,189,1619,383,1702,471
730,182,173,209,219,273
730,189,1617,384,1701,472
731,182,172,209,218,274
731,189,1614,385,1700,468
732,182,171,209,217,273
732,189,1610,386,1699,471
733,182,170,209,216,273
733,189,1607,388,1697,473
734,182,169,209,215,272
734,189,1604,390,1696,468
735,182,168,209,214,271
735,189,1602,391,1694,469
736,182,167,208,213,271
736,189,1600,391,1693,470
737,182,167,207,223,274
737,189,1598,391,1691,469
738,182,166,206,222,273
738,189,1598,389,1690,468
739,182,164,204,220,275
739,189,1598,386,1687,467
740,182,164,203,219,276
740,189,1599,382,1683,467
741,182,163,203,219,275
741,189,1599,379,1680,470
742,182,163,202,218,274
742,189,1599,375,1678,467
743,182,163,202,217,274
743,189,1591,372,1676,464
744,182,162,203,216,274
744,189,1589,368,1675,470
745,182,162,203,216,275
745,189,1587,366,1675,462
746,182,163,203,215,275
746,189,1586,363,1674,463
747,182,163,204,214,275
747,189,1586,359,1673,460
748,182,164,204,214,275
748,189,1586,356,1672,457
749,182,164,204,213,274
749,189,1585,352,1669,454
750,182,164,204,213,274
750,189,1584,349,1666,451
751,182,165,204,214,273
751,189,1581,347,1664,450
752,182,165,203,214,272
752,189,1577,346,1663,448
753,182,165,203,215,271
753,189,1572,346,1663,446
754,182,164,202,215,274
754,189,1567,345,1663,444
755,182,164,200,216,273
755,189,1562,345,1664,441
756,182,163,199,216,275
756,189,1559,344,1665,442
757,182,163,199,217,274
757,189,1557,343,1667,440
758,182,163,198,217,274
758,189,1557,340,1670,461
759,182,163,198,217,275
759,189,1557,337,1674,465
