frame_no_cam,person_id,x_top_left_BB,y_top_left_BB,x_bottom_right_BB,y_bottom_right_BB
4,7,1645,107,1662,134
4,8,1581,98,1603,144
4,9,1561,99,1579,146
4,11,1331,172,1373,260
4,12,1723,92,1749,136
4,14,1530,118,1556,168
4,15,1635,90,1653,134
4,16,1670,90,1697,133
4,19,1547,110,1571,159
4,25,1572,104,1589,151
4,93,1188,235,1230,347
4,102,1332,192,1370,286
4,138,438,513,571,777
4,149,885,344,943,512
4,181,1143,220,1177,326
4,183,1671,83,1684,104
5,1,1639,88,1665,132
5,2,1576,96,1591,119
5,3,1546,105,1567,130
5,5,1659,89,1674,131
5,7,1645,107,1662,134
5,8,1581,98,1603,144
5,9,1560,99,1579,146
5,11,1330,172,1373,226
5,12,1722,92,1748,135
5,14,1530,118,1555,169
5,15,1635,90,1652,134
5,16,1669,90,1696,132
5,19,1547,110,1570,159
5,25,1570,103,1589,151
5,93,1187,235,1231,346
5,102,1332,192,1371,286
5,138,441,511,577,777
5,149,882,345,943,514
5,181,1143,220,1179,326
5,183,1670,83,1684,104
6,1,1638,88,1664,132
6,2,1576,96,1591,119
6,3,1546,105,1567,145
6,5,1660,88,1671,131
6,7,1643,101,1662,132
6,8,1581,98,1602,144
6,9,1559,100,1578,146
6,11,1328,173,1372,259
6,12,1722,92,1747,135
6,14,1530,118,1555,165
6,15,1634,90,1652,134
6,16,1668,90,1695,132
6,19,1547,110,1569,159
6,25,1569,103,1588,152
6,93,1188,235,1233,345
6,102,1333,191,1373,286
6,138,441,509,584,776
6,149,879,347,943,515
6,181,1144,220,1182,325
6,183,1669,83,1683,104
7,1,1638,89,1664,132
7,2,1581,96,1591,112
7,3,1546,104,1567,129
7,5,1659,88,1670,131
7,7,1642,101,1662,132
7,8,1581,98,1602,145
7,9,1559,100,1578,146
7,11,1327,173,1369,225
7,12,1722,92,1746,136
7,14,1529,118,1554,169
7,15,1633,91,1652,134
7,16,1668,90,1694,132
7,19,1547,110,1569,160
7,25,1569,103,1588,152
7,93,1188,235,1234,344
7,102,1334,191,1374,286
7,138,439,508,591,776
7,149,875,347,942,516
7,181,1146,220,1183,323
7,183,1666,83,1683,105
8,1,1638,89,1663,132
8,2,1575,96,1590,119
8,3,1544,104,1566,152
8,5,1657,88,1669,130
8,7,1641,101,1661,133
8,8,1581,97,1602,145
8,9,1559,100,1578,146
8,11,1326,173,1368,224
8,12,1722,92,1744,136
8,14,1529,118,1553,170
8,15,1632,91,1652,134
8,16,1668,90,1692,133
8,19,1547,109,1569,160
8,25,1568,103,1588,152
8,93,1188,234,1236,343
8,102,1335,190,1375,286
8,138,439,507,596,775
8,149,871,348,940,517
8,181,1148,219,1184,321
8,183,1666,83,1682,105
9,1,1638,89,1662,132
9,2,1575,96,1590,119
9,3,1544,104,1566,153
9,5,1655,88,1669,130
9,7,1651,101,1661,115
9,8,1581,97,1601,145
9,9,1559,101,1578,146
9,11,1325,174,1368,262
9,12,1721,92,1743,136
9,14,1528,118,1553,170
9,15,1632,91,1651,134
9,16,1668,90,1690,133
9,19,1547,109,1568,160
9,25,1568,104,1589,152
9,93,1189,234,1237,343
9,102,1336,189,1376,286
9,138,440,506,601,773
9,149,867,349,937,517
9,181,1150,219,1185,320
9,183,1666,83,1681,105
10,1,1638,89,1661,132
10,2,1574,96,1590,119
10,3,1544,105,1566,136
10,5,1654,88,1669,131
10,7,1650,101,1661,115
10,8,1581,97,1601,145
10,9,1559,101,1577,147
10,11,1324,174,1367,262
10,12,1722,92,1742,136
10,14,1528,118,1553,170
10,15,1632,91,1651,134
10,16,1668,90,1688,133
10,19,1547,109,1568,160
10,25,1567,104,1589,152
10,93,1191,233,1238,343
10,102,1338,188,1377,286
10,138,441,504,605,770
10,149,862,350,934,517
10,181,1152,218,1185,320
10,183,1666,83,1680,104
11,1,1638,88,1660,133
11,2,1574,95,1590,139
11,3,1544,105,1566,136
11,5,1652,88,1669,131
11,7,1650,102,1661,115
11,8,1580,97,1601,145
11,9,1559,101,1577,147
11,11,1323,175,1366,262
11,12,1722,92,1741,136
11,14,1528,118,1552,170
11,15,1632,91,1650,134
11,16,1668,90,1686,133
11,19,1545,109,1568,160
11,25,1567,105,1590,152
11,93,1192,233,1238,343
11,102,1337,187,1378,286
11,138,444,502,609,765
11,149,858,350,931,517
11,181,1154,217,1186,320
11,183,1666,83,1679,104
12,1,1638,88,1659,133
12,2,1576,95,1590,140
12,3,1544,105,1565,133
12,5,1650,88,1669,131
12,7,1649,102,1661,114
12,8,1580,97,1601,145
12,9,1559,101,1576,147
12,11,1322,175,1365,263
12,12,1722,92,1740,136
12,14,1528,117,1552,170
12,15,1632,91,1650,135
12,16,1669,89,1684,133
12,19,1545,109,1568,160
12,25,1566,105,1590,152
12,93,1195,232,1239,343
12,102,1336,186,1379,286
12,138,447,500,611,757
12,149,854,350,927,517
12,181,1157,216,1188,319
12,183,1666,83,1678,104
13,1,1638,88,1658,133
13,2,1576,95,1589,141
13,3,1544,106,1565,133
13,5,1647,89,1670,131
13,7,1649,102,1661,114
13,8,1580,97,1601,145
13,9,1559,101,1576,147
13,11,1322,175,1365,263
13,12,1720,91,1739,136
13,14,1527,117,1552,170
13,15,1632,91,1649,132
13,16,1670,89,1680,133
13,19,1544,109,1568,160
13,25,1566,106,1590,152
13,93,1197,231,1239,343
13,102,1336,186,1380,286
13,138,450,498,613,746
13,149,850,351,926,517
13,181,1160,215,1191,319
13,183,1666,82,1677,104
14,1,1638,88,1658,133
14,2,1573,95,1589,141
14,3,1543,107,1565,133
14,5,1641,89,1670,130
14,7,1646,102,1660,118
14,8,1579,97,1601,145
14,9,1559,101,1576,147
14,11,1321,175,1364,263
14,12,1719,91,1739,136
14,14,1527,117,1552,171
14,15,1632,91,1648,135
14,16,1669,89,1680,133
14,19,1544,110,1568,160
14,25,1566,106,1590,152
14,93,1197,231,1240,343
14,102,1335,185,1382,285
14,138,455,495,614,736
14,149,846,352,926,517
14,181,1163,214,1195,319
14,183,1666,82,1676,104
15,1,1638,87,1657,133
15,2,1573,95,1589,142
15,3,1543,107,1565,132
15,5,1651,89,1669,130
15,7,1645,102,1660,126
15,8,1579,98,1601,145
15,9,1559,101,1576,147
15,11,1320,175,1364,264
15,12,1717,91,1738,136
15,14,1527,118,1552,170
15,15,1632,91,1648,135
15,16,1667,89,1680,131
15,19,1544,110,1568,160
15,25,1566,106,1590,153
15,93,1197,230,1241,343
15,102,1335,186,1384,285
15,138,462,492,614,728
15,149,841,353,926,517
15,181,1161,213,1200,319
15,183,1665,82,1675,104
16,1,1637,87,1657,133
16,2,1572,96,1589,143
16,3,1542,107,1565,133
16,5,1649,90,1668,129
16,7,1645,102,1659,133
16,8,1579,98,1601,145
16,9,1559,101,1576,148
16,11,1319,175,1363,264
16,12,1716,91,1738,136
16,14,1527,118,1552,171
16,15,1631,91,1648,135
16,16,1666,89,1680,132
16,19,1543,111,1568,160
16,25,1566,106,1590,153
16,93,1197,230,1243,343
16,102,1335,186,1385,284
16,138,469,488,613,721
16,149,837,354,926,524
16,181,1159,213,1204,319
16,183,1664,82,1675,104
17,1,1636,87,1657,133
17,2,1572,96,1589,143
17,3,1542,108,1565,131
17,5,1648,90,1666,129
17,7,1645,102,1659,133
17,8,1578,99,1600,145
17,9,1559,100,1575,148
17,11,1319,175,1362,264
17,12,1714,91,1737,135
17,14,1526,118,1552,171
17,15,1631,91,1648,135
17,16,1663,89,1681,133
17,19,1543,111,1567,160
17,25,1566,106,1590,153
17,93,1197,229,1244,343
17,102,1335,187,1387,284
17,138,478,484,610,717
17,149,834,355,926,530
17,181,1158,212,1208,319
17,183,1663,82,1675,104
18,1,1636,87,1657,133
18,2,1571,97,1589,122
18,3,1542,108,1565,131
18,5,1647,90,1665,129
18,7,1645,102,1658,132
18,8,1578,99,1600,145
18,9,1559,100,1575,148
18,11,1319,175,1361,264
18,12,1713,91,1737,136
18,14,1526,119,1552,171
18,15,1631,90,1647,135
18,16,1660,89,1681,133
18,19,1543,112,1567,160
18,25,1566,106,1589,154
18,93,1197,229,1245,343
18,102,1335,187,1388,283
18,138,487,480,607,713
18,149,831,357,925,534
18,181,1157,213,1211,318
18,183,1663,82,1674,103
19,1,1635,87,1657,132
19,2,1571,97,1589,122
19,3,1542,108,1564,131
19,5,1646,90,1663,128
19,7,1645,117,1653,132
19,8,1578,100,1600,146
19,9,1558,101,1575,148
19,11,1319,175,1362,264
19,12,1712,91,1736,136
19,14,1526,119,1551,171
19,15,1631,90,1647,135
19,16,1657,89,1681,132
19,19,1542,112,1567,161
19,25,1565,106,1589,154
19,93,1197,229,1246,342
19,102,1336,188,1389,282
19,138,495,476,604,718
19,149,828,359,924,536
19,181,1157,213,1214,318
19,183,1662,82,1674,104
20,1,1634,87,1657,133
20,2,1571,98,1589,122
20,3,1542,108,1564,131
20,5,1648,89,1661,128
20,7,1644,117,1652,131
20,8,1577,100,1600,146
20,9,1558,101,1575,148
20,11,1319,174,1361,265
20,12,1711,91,1736,136
20,14,1525,120,1551,171
20,15,1630,90,1647,135
20,16,1657,90,1682,132
20,19,1542,112,1567,162
20,25,1565,106,1588,154
20,93,1198,229,1247,342
20,102,1336,188,1389,280
20,138,500,474,603,718
20,149,825,360,923,538
20,181,1157,213,1217,318
20,183,1662,83,1674,104
21,1,1633,88,1657,133
21,2,1570,98,1589,122
21,3,1543,108,1564,131
21,5,1648,89,1659,128
21,7,1644,117,1652,131
21,8,1580,100,1600,147
21,9,1558,101,1576,148
21,11,1319,174,1360,265
21,12,1710,92,1735,136
21,14,1525,120,1551,171
21,15,1630,90,1647,135
21,16,1654,90,1681,132
21,19,1542,113,1567,162
21,25,1565,106,1587,154
21,93,1198,229,1248,341
21,102,1336,188,1390,279
21,138,503,472,606,718
21,149,823,362,921,540
21,181,1157,213,1219,317
21,183,1661,83,1673,104
22,1,1633,88,1657,133
22,2,1570,98,1589,120
22,3,1543,108,1564,131
22,5,1647,89,1657,128
22,7,1643,116,1651,131
22,8,1580,100,1600,147
22,9,1557,101,1575,148
22,11,1319,174,1359,265
22,12,1709,92,1734,136
22,14,1524,120,1551,172
22,15,1630,90,1652,135
22,16,1653,90,1681,132
22,19,1541,113,1567,162
22,25,1565,106,1586,154
22,93,1199,229,1249,341
22,102,1337,188,1390,279
22,138,505,471,615,717
22,149,821,363,920,516
22,181,1158,213,1220,316
22,183,1661,83,1672,104
23,1,1632,89,1656,133
23,2,1570,98,1589,120
23,3,1543,107,1564,131
23,5,1647,89,1653,128
23,7,1643,96,1655,131
23,8,1580,100,1600,147
23,9,1558,102,1575,148
23,11,1319,175,1359,265
23,12,1708,92,1734,136
23,14,1524,121,1551,163
23,15,1630,90,1652,126
23,16,1653,90,1680,132
23,19,1541,113,1566,162
23,25,1565,105,1585,154
23,93,1200,229,1249,340
23,102,1338,187,1390,276
23,138,507,470,622,716
23,149,819,364,918,543
23,181,1160,213,1220,314
23,183,1660,83,1671,104
24,1,1631,89,1656,132
24,2,1571,98,1589,120
24,3,1543,107,1564,131
24,5,1646,88,1653,115
24,7,1638,92,1656,131
24,8,1578,100,1600,147
24,9,1558,102,1574,148
24,11,1319,175,1358,265
24,12,1707,92,1733,136
24,14,1524,121,1550,172
24,15,1629,90,1652,126
24,16,1653,91,1679,133
24,19,1541,113,1566,162
24,25,1566,105,1584,154
24,93,1201,229,1250,339
24,102,1339,186,1389,276
24,138,509,470,627,716
24,149,817,365,916,544
24,181,1162,213,1220,312
24,183,1659,83,1671,104
25,1,1630,89,1656,133
25,2,1571,98,1589,127
25,3,1543,107,1564,131
25,5,1645,88,1651,98
25,7,1638,92,1656,132
25,8,1578,100,1600,147
25,9,1558,103,1574,148
25,11,1318,176,1357,265
25,12,1706,92,1732,136
25,14,1523,121,1550,172
25,15,1629,90,1651,126
25,16,1653,91,1678,133
25,19,1540,112,1566,163
25,25,1566,106,1584,154
25,93,1203,228,1250,337
25,102,1341,186,1389,275
25,138,512,469,630,714
25,149,816,366,914,545
25,181,1164,212,1220,311
25,183,1659,83,1670,104
26,1,1630,89,1655,133
26,2,1571,98,1589,144
26,3,1541,107,1564,137
26,5,1640,88,1650,129
26,7,1638,90,1656,133
26,8,1578,100,1599,147
26,9,1557,103,1574,149
26,11,1318,176,1357,266
26,12,1705,92,1731,136
26,14,1523,121,1550,173
26,15,1629,93,1651,118
26,16,1652,90,1677,133
26,19,1542,112,1565,163
26,25,1565,106,1584,154
26,93,1205,228,1250,336
26,102,1343,185,1389,275
26,138,514,467,631,712
26,149,815,367,911,545
26,181,1166,211,1219,311
26,183,1662,83,1669,99
27,1,1629,90,1655,134
27,2,1573,98,1589,144
27,3,1540,107,1564,137
27,5,1643,88,1650,98
27,7,1638,90,1656,134
27,8,1578,100,1599,147
27,9,1557,103,1574,149
27,11,1318,177,1356,267
27,12,1705,92,1730,136
27,14,1523,120,1549,173
27,15,1628,97,1651,134
27,16,1652,90,1676,133
27,19,1542,112,1564,163
27,25,1565,106,1584,155
27,93,1207,227,1251,334
27,102,1345,184,1389,275
27,138,517,465,631,708
27,149,815,368,908,545
27,181,1169,210,1218,309
27,183,1662,83,1669,99
28,1,1628,90,1654,134
28,2,1573,97,1588,144
28,3,1540,107,1563,137
28,5,1635,88,1652,130
28,7,1638,90,1656,134
28,8,1578,99,1599,148
28,9,1557,103,1574,150
28,11,1317,177,1355,267
28,12,1705,92,1729,136
28,14,1523,120,1548,173
28,15,1628,102,1651,133
28,16,1652,90,1675,133
28,19,1540,112,1564,163
28,25,1564,107,1584,155
28,93,1209,226,1251,334
28,102,1347,183,1389,279
28,138,521,464,631,700
28,149,815,369,904,546
28,181,1172,209,1217,308
28,183,1661,83,1668,99
29,1,1628,89,1654,134
29,2,1573,97,1588,144
29,3,1540,107,1563,157
29,5,1644,94,1651,104
29,7,1637,91,1656,126
29,8,1578,99,1599,148
29,9,1557,103,1574,150
29,11,1316,178,1354,267
29,12,1704,92,1728,136
29,14,1522,120,1548,173
29,15,1628,102,1651,133
29,16,1652,90,1673,133
29,19,1540,112,1564,163
29,25,1563,107,1583,155
29,93,1211,225,1252,334
29,102,1349,182,1389,279
29,138,525,462,629,693
29,149,815,369,900,546
29,181,1175,208,1216,311
29,183,1662,83,1668,95
30,1,1628,89,1653,134
30,2,1573,97,1588,144
30,3,1540,108,1563,157
30,7,1637,91,1656,126
30,8,1577,99,1599,148
30,9,1557,103,1574,150
30,11,1316,178,1353,267
30,12,1704,91,1727,136
30,14,1522,120,1547,173
30,15,1627,103,1650,119
30,16,1652,89,1673,133
30,19,1540,112,1563,163
30,25,1563,108,1583,155
30,93,1214,224,1252,329
30,102,1350,182,1389,279
30,138,529,460,632,684
30,149,816,370,896,546
30,181,1178,207,1214,311
30,183,1662,82,1667,95
31,1,1627,89,1652,134
31,2,1573,97,1588,144
31,3,1539,108,1563,157
31,7,1638,91,1656,126
31,8,1577,99,1599,148
31,9,1556,103,1574,150
31,11,1316,178,1352,263
31,12,1704,91,1725,137
31,14,1522,120,1547,173
31,15,1627,103,1650,119
31,16,1651,89,1672,133
31,19,1539,112,1563,163
31,25,1563,108,1583,155
31,93,1217,224,1253,329
31,102,1351,182,1389,278
31,138,533,457,632,676
31,149,816,371,891,546
31,181,1181,207,1213,311
31,183,1658,82,1667,99
32,1,1627,89,1650,134
32,2,1573,97,1591,145
32,3,1544,109,1562,127
32,7,1637,92,1656,134
32,8,1576,99,1599,148
32,9,1556,103,1573,150
32,11,1314,178,1352,268
32,12,1704,91,1724,137
32,14,1522,119,1547,173
32,15,1626,103,1649,116
32,16,1651,89,1671,133
32,19,1539,112,1563,163
32,25,1563,108,1582,155
32,93,1218,223,1254,329
32,102,1351,182,1390,278
32,138,536,454,638,670
32,149,816,372,887,546
32,181,1184,206,1212,310
32,183,1657,82,1667,99
33,1,1627,89,1649,134
33,2,1573,97,1591,145
33,3,1543,109,1562,128
33,5,1628,121,1636,131
33,7,1634,92,1656,134
33,8,1575,100,1599,148
33,9,1556,103,1573,150
33,11,1313,178,1351,269
33,12,1704,91,1723,137
33,14,1522,120,1547,173
33,15,1627,102,1637,128
33,16,1651,89,1670,133
33,19,1538,112,1563,163
33,25,1563,108,1582,156
33,93,1220,222,1255,334
33,102,1352,182,1390,278
33,138,539,450,644,670
33,149,816,374,885,547
33,181,1185,206,1212,310
33,183,1656,82,1666,98
34,1,1627,88,1649,134
34,2,1573,97,1590,145
34,3,1543,110,1561,128
34,5,1627,122,1636,131
34,7,1634,92,1656,134
34,8,1575,100,1599,148
34,9,1556,103,1573,150
34,11,1311,178,1351,269
34,12,1704,91,1722,137
34,14,1522,120,1547,173
34,15,1625,107,1637,128
34,16,1650,89,1670,133
34,19,1537,113,1563,163
34,25,1563,108,1581,156
34,93,1221,222,1256,333
34,102,1352,183,1390,278
34,138,543,447,650,670
34,149,815,375,883,554
34,181,1185,207,1213,310
34,183,1654,82,1666,98
35,1,1627,88,1648,134
35,2,1572,98,1590,145
35,3,1538,110,1561,140
35,7,1637,92,1655,133
35,8,1574,101,1599,148
35,9,1556,103,1572,150
35,11,1309,178,1350,269
35,12,1703,91,1721,137
35,14,1520,120,1547,173
35,15,1625,107,1634,117
35,16,1648,89,1669,133
35,19,1536,113,1563,163
35,25,1563,108,1581,156
35,93,1223,221,1257,333
35,102,1353,184,1390,277
35,138,545,445,655,670
35,149,815,377,880,559
35,181,1184,207,1214,310
35,183,1653,82,1666,99
36,1,1627,88,1647,134
36,2,1572,98,1590,144
36,3,1538,110,1560,141
36,7,1636,92,1655,133
36,8,1574,101,1599,148
36,9,1555,103,1572,151
36,11,1308,177,1350,269
36,12,1702,91,1721,137
36,14,1519,121,1547,173
36,15,1625,107,1647,119
36,16,1646,90,1669,133
36,19,1536,114,1563,163
36,25,1563,108,1580,157
36,93,1223,221,1258,333
36,102,1353,184,1391,276
36,138,548,443,660,669
36,149,814,378,878,563
36,181,1184,207,1216,309
36,183,1652,83,1666,99
37,1,1627,88,1647,134
37,2,1572,99,1590,144
37,3,1537,110,1560,141
37,5,1634,119,1642,129
37,7,1636,92,1655,132
37,8,1574,102,1599,148
37,9,1554,103,1572,151
37,11,1307,177,1350,269
37,12,1699,91,1720,136
37,14,1519,121,1546,173
37,15,1625,107,1646,119
37,16,1644,90,1669,133
37,19,1536,114,1563,163
37,25,1563,108,1580,157
37,93,1222,221,1259,333
37,102,1354,184,1392,275
37,138,548,442,666,669
37,149,812,380,877,566
37,181,1185,207,1217,308
37,183,1651,83,1666,99
38,1,1624,88,1647,134
38,2,1571,99,1589,144
38,3,1537,110,1560,141
38,5,1633,119,1641,128
38,7,1636,91,1654,132
38,8,1574,102,1598,149
38,9,1554,103,1572,151
38,11,1306,177,1350,269
38,12,1697,92,1719,136
38,14,1518,122,1546,173
38,15,1625,107,1645,133
38,16,1643,90,1668,133
38,19,1536,114,1562,164
38,25,1562,108,1580,157
38,93,1222,221,1261,332
38,102,1355,184,1393,274
38,138,547,440,671,668
38,149,810,382,877,568
38,181,1186,207,1219,307
38,183,1650,83,1666,99
39,1,1622,89,1646,134
39,2,1571,99,1589,144
39,3,1537,110,1560,141
39,5,1629,113,1641,128
39,7,1634,91,1654,132
39,8,1573,102,1598,149
39,9,1553,103,1572,151
39,11,1306,178,1349,269
39,12,1695,92,1719,136
39,14,1518,122,1545,174
39,15,1625,102,1646,134
39,16,1642,91,1668,132
39,19,1536,115,1561,165
39,25,1561,108,1580,157
39,93,1222,222,1262,332
39,102,1356,184,1393,273
39,138,546,439,676,668
39,149,807,383,877,570
39,181,1187,207,1220,305
39,183,1650,83,1666,99
40,1,1621,89,1646,134
40,2,1571,99,1588,144
40,3,1537,110,1559,141
40,5,1632,89,1644,129
40,7,1633,91,1653,127
40,8,1573,102,1598,149
40,9,1553,104,1572,151
40,11,1305,178,1349,269
40,12,1694,92,1718,136
40,14,1518,122,1545,174
40,15,1625,102,1646,134
40,16,1642,91,1667,133
40,19,1536,115,1561,165
40,25,1561,108,1580,157
40,93,1222,222,1263,331
40,102,1357,183,1395,273
40,138,546,438,680,667
40,149,804,384,876,572
40,181,1189,206,1222,304
40,183,1649,83,1665,99
41,1,1619,90,1646,135
41,2,1571,99,1588,144
41,3,1536,109,1559,141
41,5,1632,88,1644,129
41,7,1632,91,1652,127
41,8,1573,102,1597,150
41,9,1552,104,1572,151
41,11,1304,178,1349,269
41,12,1693,92,1717,136
41,14,1519,122,1544,172
41,15,1624,106,1643,135
41,16,1642,91,1666,133
41,19,1536,115,1560,165
41,25,1560,108,1579,157
41,93,1222,222,1264,330
41,102,1358,182,1395,273
41,138,546,438,684,666
41,149,801,385,875,573
41,181,1190,206,1223,304
41,183,1649,83,1665,99
42,1,1618,91,1645,135
42,2,1570,99,1587,143
42,3,1538,109,1559,160
42,5,1635,88,1644,103
42,7,1636,90,1651,126
42,8,1574,102,1597,150
42,9,1552,105,1571,151
42,11,1303,178,1348,271
42,12,1693,92,1716,136
42,14,1518,122,1543,175
42,15,1622,102,1646,135
42,16,1642,91,1665,133
42,19,1536,115,1560,165
42,25,1560,108,1579,157
42,93,1222,222,1265,329
42,102,1359,181,1396,273
42,138,548,436,687,664
42,149,797,386,873,574
42,181,1192,205,1225,304
42,183,1649,83,1664,99
43,1,1618,91,1644,135
43,2,1570,99,1587,143
43,3,1538,109,1560,160
43,5,1635,88,1648,123
43,7,1636,90,1650,126
43,8,1574,102,1596,150
43,9,1552,105,1571,151
43,11,1303,179,1348,272
43,12,1693,92,1715,136
43,14,1518,122,1543,175
43,15,1621,102,1646,135
43,16,1642,91,1664,133
43,19,1536,115,1559,165
43,25,1559,108,1580,157
43,93,1222,222,1266,328
43,102,1358,180,1397,273
43,138,549,435,689,661
43,149,793,387,870,574
43,181,1194,204,1226,304
43,183,1649,83,1663,99
44,1,1618,92,1643,136
44,2,1569,99,1587,143
44,3,1538,109,1559,160
44,5,1635,88,1648,115
44,7,1632,90,1650,133
44,8,1574,102,1596,150
44,9,1552,105,1570,152
44,11,1302,179,1348,273
44,12,1693,92,1715,137
44,14,1517,122,1542,175
44,15,1620,97,1645,135
44,16,1642,91,1663,134
44,19,1536,115,1559,166
44,25,1558,108,1581,157
44,93,1223,221,1268,326
44,102,1358,179,1397,273
44,138,551,433,691,656
44,149,788,388,866,574
44,181,1197,203,1229,304
44,183,1649,83,1662,99
45,1,1618,92,1642,136
45,2,1569,99,1587,125
45,3,1538,109,1560,160
45,5,1636,89,1647,115
45,7,1633,89,1649,135
45,8,1574,102,1596,150
45,9,1552,105,1570,152
45,11,1301,180,1348,273
45,12,1693,92,1713,137
45,14,1517,122,1541,175
45,15,1631,97,1645,115
45,16,1642,91,1662,134
45,19,1536,114,1558,166
45,25,1557,109,1581,158
45,93,1223,221,1269,326
45,102,1357,179,1398,273
45,138,553,431,692,649
45,149,784,389,862,574
45,181,1200,202,1232,304
45,183,1649,83,1661,99
46,1,1618,92,1641,137
46,2,1567,99,1586,146
46,3,1538,109,1560,160
46,7,1633,89,1649,135
46,8,1574,102,1595,150
46,9,1552,105,1570,152
46,11,1300,181,1347,273
46,12,1693,92,1712,137
46,14,1517,122,1541,175
46,15,1619,94,1644,135
46,16,1643,90,1661,134
46,19,1534,114,1558,166
46,25,1557,109,1582,157
46,93,1225,220,1270,326
46,102,1356,178,1399,273
46,138,556,430,693,641
46,149,779,389,858,574
46,181,1199,202,1236,304
46,183,1653,83,1660,99
47,1,1618,92,1640,137
47,2,1567,99,1586,147
47,3,1538,110,1559,160
47,5,1632,95,1639,105
47,7,1632,90,1649,127
47,8,1574,101,1595,151
47,9,1552,105,1569,153
47,11,1300,181,1347,273
47,12,1693,91,1710,137
47,14,1516,122,1541,175
47,15,1619,94,1643,136
47,16,1643,90,1661,134
47,19,1534,114,1558,166
47,25,1556,110,1582,157
47,93,1227,220,1271,326
47,102,1356,178,1401,273
47,138,559,427,693,634
47,149,774,391,853,574
47,181,1199,201,1240,303
47,183,1653,82,1659,99
48,1,1618,92,1639,137
48,2,1567,98,1586,147
48,3,1536,110,1559,160
48,5,1640,106,1647,115
48,7,1626,90,1648,134
48,8,1572,101,1595,151
48,9,1552,105,1569,153
48,11,1299,181,1347,274
48,12,1693,91,1709,137
48,14,1516,121,1541,176
48,15,1619,94,1643,136
48,16,1642,90,1660,134
48,19,1533,114,1558,166
48,25,1556,110,1582,158
48,93,1229,219,1272,326
48,102,1356,178,1402,273
48,138,564,425,692,628
48,149,769,392,853,574
48,181,1198,201,1243,303
48,183,1653,82,1658,99
49,1,1618,92,1638,137
49,2,1567,99,1586,147
49,3,1535,111,1559,141
49,5,1639,90,1647,116
49,7,1625,90,1648,134
49,8,1572,101,1595,151
49,9,1552,105,1569,153
49,11,1299,181,1347,256
49,12,1691,91,1708,137
49,14,1516,121,1540,176
49,15,1619,92,1642,136
49,16,1641,90,1660,134
49,19,1533,114,1558,166
49,25,1556,110,1582,158
49,93,1232,219,1273,326
49,102,1356,179,1403,272
49,138,569,421,691,625
49,149,764,394,853,575
49,181,1197,201,1246,303
49,183,1652,82,1658,99
50,1,1618,92,1637,138
50,2,1567,99,1586,147
50,3,1535,111,1559,141
50,5,1637,90,1648,106
50,7,1624,91,1648,134
50,8,1572,102,1595,151
50,9,1552,105,1569,153
50,11,1298,182,1346,275
50,12,1689,91,1708,137
50,14,1516,121,1541,176
50,15,1619,92,1641,136
50,16,1640,89,1660,134
