frame_no_cam,person_id,x_top_left_BB,y_top_left_BB,x_bottom_right_BB,y_bottom_right_BB
3,101,1374,9,1382,25
3,106,791,1,803,24
3,109,1864,154,1893,209
3,110,836,75,843,111
3,111,1201,23,1216,49
3,118,1502,75,1521,112
3,122,794,-2,806,20
3,124,790,106,815,151
3,125,1598,96,1623,138
3,134,336,155,360,208
3,142,777,141,798,191
3,151,273,179,296,233
3,152,1544,82,1561,123
3,154,1372,-5,1378,3
3,157,299,179,324,229
3,158,1316,21,1325,47
3,160,507,50,521,80
3,161,990,3,993,9
3,164,999,179,1032,235
3,165,1089,24,1103,49
3,166,758,61,772,94
3,168,827,98,841,137
3,177,835,629,895,766
3,178,1419,56,1436,90
3,180,1347,38,1358,57
4,18,746,-10,755,10
4,21,751,-11,763,10
4,27,560,11,571,35
4,32,736,-10,748,10
4,33,1235,-16,1238,2
4,40,1560,88,1582,130
4,45,1366,-5,1369,3
4,57,1496,76,1515,113
4,62,1541,86,1560,125
4,66,196,228,237,296
4,67,768,60,782,93
4,76,430,102,452,143
4,84,948,92,952,108
4,87,973,-12,982,2
4,88,443,90,461,126
4,96,487,33,503,51
4,97,1887,154,1919,208
4,99,760,-11,768,9
4,100,1284,28,1297,55
4,101,1374,9,1382,25
4,106,791,0,803,24
4,109,1864,154,1894,209
4,110,838,75,844,111
4,111,1201,24,1216,49
4,118,1504,75,1520,112
4,122,794,-2,806,20
4,124,790,106,815,151
4,125,1597,96,1622,138
4,134,336,156,360,208
4,142,777,141,798,191
4,151,273,179,295,235
4,152,1545,81,1558,123
4,154,1373,-5,1379,3
4,157,299,180,324,230
4,158,1316,20,1324,47
4,160,508,50,522,81
4,161,990,3,994,9
4,164,1002,178,1032,235
4,165,1089,24,1104,49
4,166,758,62,772,94
4,168,826,98,841,138
4,177,837,627,895,766
4,178,1419,56,1436,90
4,180,1347,38,1358,57
5,18,746,-10,755,10
5,21,751,-11,763,10
5,27,561,11,571,35
5,32,736,-10,748,10
5,33,1235,-16,1238,2
5,40,1559,88,1582,130
5,45,1366,-6,1369,3
5,57,1496,76,1514,113
5,62,1541,86,1559,125
5,66,196,228,238,295
5,67,768,60,782,94
5,76,430,102,452,143
5,84,948,92,954,108
5,87,973,-12,982,2
5,88,444,89,461,125
5,96,487,33,503,51
5,97,1887,154,1918,208
5,99,760,-11,768,9
5,100,1284,28,1297,55
5,101,1375,9,1383,25
5,106,791,0,803,24
5,109,1864,154,1895,208
5,110,838,75,845,111
5,111,1202,24,1217,49
5,118,1506,75,1520,105
5,122,794,-2,806,20
5,124,790,106,815,151
5,125,1597,96,1621,138
5,134,336,156,360,208
5,142,777,141,798,191
5,151,272,179,293,236
5,152,1539,82,1557,123
5,154,1373,-5,1379,3
5,157,302,181,324,222
5,158,1316,20,1323,47
5,160,508,50,522,80
5,161,991,4,994,9
5,164,1006,178,1032,235
5,165,1089,24,1105,50
5,166,758,62,772,95
5,168,826,97,840,138
5,177,837,625,895,766
5,178,1420,56,1437,90
5,180,1347,38,1358,57
6,18,746,-10,756,10
6,21,751,-10,763,10
6,27,561,11,571,35
6,32,737,-10,748,10
6,33,1235,-16,1238,2
6,40,1558,87,1582,130
6,45,1365,-6,1369,3
6,57,1496,76,1514,114
6,62,1541,86,1558,124
6,66,197,228,239,293
6,67,768,61,782,95
6,76,430,102,452,143
6,84,948,92,955,113
6,87,973,-12,981,3
6,88,444,89,461,125
6,96,486,33,502,51
6,97,1887,153,1917,208
6,99,761,-11,768,9
6,100,1284,28,1297,54
6,101,1374,9,1383,25
6,106,791,0,803,24
6,109,1864,154,1896,208
6,110,838,75,846,111
6,111,1202,24,1217,50
6,118,1506,74,1520,105
6,122,796,-1,806,15
6,124,790,106,815,151
6,125,1597,95,1620,138
6,134,336,156,360,209
6,142,777,142,798,187
6,151,272,180,292,237
6,152,1537,82,1556,122
6,154,1374,-5,1379,3
6,157,303,181,323,222
6,158,1315,20,1323,47
6,160,508,50,521,81
6,161,991,4,994,9
6,164,1011,177,1031,235
6,165,1089,24,1105,50
6,166,758,62,772,95
6,168,826,97,840,138
6,177,837,624,894,765
6,178,1421,56,1437,90
6,180,1347,38,1359,56
7,18,746,-11,756,10
7,21,751,-10,763,10
7,27,562,11,571,34
7,32,737,-10,749,10
7,33,1233,-16,1237,2
7,40,1557,88,1582,130
7,45,1365,-6,1368,3
7,57,1496,76,1513,114
7,62,1541,85,1558,124
7,66,198,227,238,292
7,67,768,61,782,95
7,76,430,102,452,143
7,84,948,92,956,114
7,87,973,-12,981,3
7,88,445,89,461,127
7,96,486,33,502,51
7,97,1886,153,1916,208
7,99,761,-11,768,9
7,100,1284,28,1296,54
7,101,1374,9,1384,25
7,106,791,0,803,24
7,109,1864,154,1897,208
7,110,837,75,848,111
7,111,1203,24,1217,50
7,118,1506,74,1521,105
7,122,796,-1,806,20
7,124,790,106,815,150
7,125,1597,95,1620,138
7,134,335,157,360,209
7,142,778,142,798,191
7,151,271,180,291,237
7,152,1535,82,1556,122
7,154,1374,-5,1380,3
7,157,303,182,323,222
7,158,1315,20,1322,47
7,160,508,51,522,81
7,161,991,4,994,9
7,164,1015,177,1030,235
7,165,1090,24,1106,50
7,166,758,62,772,95
7,168,826,96,841,138
7,177,837,622,894,763
7,178,1422,56,1438,90
7,180,1347,38,1359,56
8,18,746,-11,756,10
8,21,751,-10,763,10
8,27,562,11,571,34
8,32,737,-10,749,10
8,33,1233,-16,1237,2
8,40,1556,88,1582,130
8,45,1364,-5,1368,3
8,57,1497,75,1513,114
8,62,1541,85,1557,124
8,66,199,227,238,291
8,67,768,61,782,95
8,76,430,102,452,143
8,84,948,93,960,118
8,87,973,-12,981,3
8,88,445,88,461,127
8,96,486,33,501,51
8,97,1884,152,1915,205
8,99,761,-11,769,9
8,100,1284,28,1296,54
8,101,1374,9,1385,25
8,106,791,0,803,24
8,109,1864,155,1898,208
8,110,837,75,850,111
8,111,1204,24,1217,50
8,118,1506,74,1521,105
8,122,796,-1,806,20
8,124,790,106,815,150
8,125,1597,95,1619,135
8,134,335,157,360,209
8,142,778,142,798,191
8,151,271,181,291,238
8,152,1534,82,1555,120
8,154,1375,-5,1381,3
8,157,303,182,323,219
8,158,1314,20,1322,47
8,160,508,51,522,81
8,161,991,4,995,10
8,164,1018,176,1031,234
8,165,1091,24,1106,50
8,166,758,62,772,92
8,168,826,96,841,138
8,177,837,619,894,761
8,178,1423,56,1438,90
8,180,1347,38,1360,56
9,18,746,-11,757,10
9,21,751,-11,763,9
9,27,562,10,571,34
9,32,737,-10,749,10
9,33,1232,-16,1237,2
9,40,1555,88,1582,130
9,45,1364,-5,1368,3
9,57,1496,75,1513,114
9,62,1541,85,1557,124
9,66,201,226,238,290
9,67,768,62,782,95
9,76,430,102,452,143
9,84,948,93,960,118
9,87,973,-12,981,3
9,88,445,88,462,127
9,96,486,32,500,51
9,97,1883,152,1914,205
9,99,762,-12,769,9
9,100,1284,28,1295,54
9,101,1374,9,1385,25
9,106,791,0,803,24
9,109,1864,155,1899,209
9,110,837,75,851,111
9,111,1205,24,1218,50
9,118,1506,75,1521,109
9,122,796,-1,806,20
9,124,790,106,815,150
9,125,1597,95,1618,135
9,134,334,157,359,209
9,142,777,142,798,191
9,151,270,181,291,238
9,152,1533,82,1554,120
9,154,1375,-5,1381,3
9,157,303,182,322,209
9,158,1312,20,1321,47
9,160,508,51,522,82
9,161,992,4,995,10
9,164,1015,176,1032,235
9,165,1092,24,1106,50
9,166,758,63,772,95
9,168,826,96,841,138
9,169,1294,-13,1297,2
9,177,837,617,893,758
9,178,1424,56,1439,90
9,180,1347,38,1361,57
10,18,746,-11,757,10
10,21,751,-11,763,9
10,27,563,10,571,34
10,32,737,-10,749,10
10,33,1232,-16,1236,2
10,40,1555,88,1582,130
10,45,1363,-5,1368,3
10,50,1387,-3,1389,3
10,57,1495,75,1513,114
10,62,1541,84,1556,124
10,66,202,225,239,289
10,67,768,62,782,95
10,76,430,102,451,143
10,84,949,93,961,118
10,87,973,-12,981,3
10,88,446,88,462,127
10,96,486,32,499,50
10,97,1885,152,1913,208
10,99,762,-12,770,9
10,100,1284,27,1295,55
10,101,1374,9,1385,25
10,106,791,0,803,24
10,109,1864,155,1900,210
10,110,837,75,852,111
10,111,1206,24,1218,50
10,118,1506,75,1521,110
10,122,796,-1,806,20
10,124,790,106,815,150
10,125,1597,94,1617,135
10,134,334,157,358,209
10,142,778,142,798,191
10,151,270,182,290,239
10,152,1533,83,1553,120
10,154,1376,-6,1381,3
10,157,302,182,322,209
10,158,1310,21,1321,47
10,160,508,51,522,82
10,161,992,4,995,10
10,164,1014,176,1034,235
10,165,1093,24,1106,50
10,166,758,63,772,95
10,168,826,96,841,138
10,177,838,615,893,753
10,178,1425,56,1439,90
10,180,1346,38,1361,56
11,18,746,-11,757,10
11,21,752,-11,763,9
11,27,563,10,571,34
11,32,738,-10,749,10
11,33,1232,-16,1237,2
11,40,1554,88,1581,130
11,45,1363,-5,1368,3
11,50,1386,-3,1389,3
11,57,1494,74,1513,114
11,62,1540,84,1556,124
11,66,203,224,239,289
11,67,768,62,782,96
11,76,430,102,451,143
11,84,949,92,961,118
11,87,973,-12,981,2
11,88,446,88,463,127
11,96,486,32,498,50
11,97,1882,152,1912,208
11,99,762,-12,770,9
11,100,1284,27,1295,53
11,101,1375,9,1386,25
11,106,791,1,803,24
11,109,1863,155,1901,211
11,110,837,75,853,111
11,111,1207,23,1219,50
11,118,1504,75,1521,112
11,122,796,-1,806,20
11,124,790,106,815,149
11,125,1597,94,1617,128
11,134,333,157,358,209
11,142,777,142,798,191
11,151,269,182,294,239
11,152,1533,83,1554,120
11,154,1377,-6,1381,3
11,157,302,182,321,209
11,158,1308,21,1321,47
11,160,508,51,522,82
11,161,992,4,995,10
11,164,1014,176,1038,235
11,165,1095,24,1106,50
11,166,757,63,772,95
11,168,826,96,841,138
11,177,838,612,893,747
11,178,1425,56,1440,89
11,180,1346,38,1362,56
12,18,746,-11,758,10
12,21,752,-11,763,9
12,27,563,10,571,34
12,32,738,-10,749,9
12,33,1231,-16,1236,2
12,40,1553,88,1581,130
12,45,1363,-5,1367,3
12,50,1386,-3,1388,3
12,57,1493,74,1513,114
12,62,1539,84,1556,124
12,66,203,223,240,289
12,67,768,62,782,92
12,76,430,102,450,143
12,84,950,92,962,118
12,87,973,-12,981,2
12,88,446,88,464,127
12,96,486,32,497,50
12,97,1888,152,1911,208
12,99,762,-12,770,9
12,100,1284,27,1294,53
12,101,1375,9,1386,25
12,106,792,1,803,24
12,109,1863,155,1902,211
12,110,837,76,854,111
12,111,1208,23,1219,50
12,118,1504,75,1521,112
12,122,796,-1,806,20
12,124,790,106,815,149
12,125,1597,94,1616,121
12,134,332,157,357,209
12,142,777,142,798,191
12,151,268,182,297,240
12,152,1533,83,1553,120
12,154,1377,-6,1381,3
12,157,301,182,320,208
12,158,1307,21,1321,47
12,160,508,52,522,82
12,161,992,4,996,10
12,164,1013,177,1042,234
12,165,1097,24,1106,50
12,166,757,63,772,95
12,168,826,96,841,138
12,177,838,610,893,741
12,178,1425,56,1441,90
12,180,1346,39,1362,57
13,18,746,-11,758,10
13,21,753,-11,763,9
13,27,564,10,572,33
13,32,739,-10,749,9
13,33,1231,-16,1236,2
13,40,1553,88,1581,130
13,45,1362,-5,1367,3
13,50,1385,-4,1388,3
13,57,1492,74,1513,114
13,62,1538,84,1555,124
13,66,204,222,240,276
13,67,768,62,782,96
13,76,430,102,450,143
13,84,951,92,962,117
13,87,973,-12,981,2
13,88,446,88,464,127
13,96,486,32,496,50
13,97,1876,151,1910,208
13,99,762,-12,771,9
13,100,1284,27,1294,54
13,101,1375,9,1386,25
13,106,792,1,803,24
13,109,1863,155,1903,211
13,110,838,76,854,110
13,111,1210,23,1220,50
13,118,1504,75,1521,112
13,122,796,-1,806,20
13,124,790,106,815,148
13,125,1600,94,1616,121
13,134,331,157,357,209
13,142,777,142,798,191
13,151,267,182,296,240
13,152,1533,82,1552,120
13,154,1378,-6,1382,3
13,157,301,182,319,209
13,158,1306,21,1321,47
13,160,508,52,522,82
13,161,993,4,996,10
13,164,1013,177,1045,234
13,165,1098,24,1105,50
13,166,757,62,771,95
13,168,826,97,841,138
13,174,869,-3,872,3
13,177,838,608,893,735
13,178,1424,56,1442,91
13,180,1348,39,1363,55
14,18,746,-11,758,9
14,21,753,-11,763,9
14,27,564,10,573,33
14,32,739,-10,749,9
14,33,1230,-16,1236,2
14,40,1552,88,1580,130
14,45,1362,-5,1366,2
14,50,1385,-4,1388,3
14,57,1491,74,1513,114
14,62,1537,84,1556,124
14,66,205,222,240,276
14,67,767,62,782,96
14,76,430,102,449,143
14,84,952,92,962,124
14,87,973,-12,981,2
14,88,447,89,465,127
14,96,486,31,496,50
14,97,1872,152,1909,208
14,99,762,-12,771,9
14,100,1284,27,1293,55
14,101,1375,9,1386,25
14,106,792,1,803,24
14,109,1863,156,1904,211
14,110,839,76,854,110
14,111,1212,23,1220,50
14,118,1504,75,1522,113
14,122,796,-1,806,20
14,124,791,105,815,147
14,125,1596,94,1615,121
14,134,330,157,356,209
14,142,777,142,798,191
14,151,266,183,295,240
14,152,1533,82,1551,120
14,154,1378,-6,1382,3
14,157,300,182,318,209
14,158,1306,21,1321,47
14,160,508,52,522,82
14,161,992,4,997,13
14,164,1013,177,1047,233
14,165,1100,23,1105,50
14,166,758,62,771,95
14,168,826,97,840,138
14,174,868,-3,871,3
14,177,837,605,892,731
14,178,1424,56,1443,91
14,180,1348,39,1363,55
15,18,746,-11,758,9
15,21,754,-11,763,9
15,27,564,10,573,34
15,32,739,-10,750,9
15,33,1230,-16,1236,2
15,40,1552,88,1580,129
15,45,1362,-5,1366,2
15,50,1384,-4,1388,3
15,57,1491,74,1513,114
15,62,1536,84,1556,124
15,66,205,221,242,289
15,67,767,62,782,96
15,76,430,102,448,143
15,84,953,92,963,124
15,87,972,-12,980,2
15,88,447,89,465,127
15,96,486,31,495,50
15,97,1887,152,1909,208
15,99,762,-12,772,9
15,100,1284,27,1293,55
15,101,1376,9,1386,25
15,106,792,1,803,24
15,109,1863,156,1905,212
15,110,840,76,854,110
15,111,1213,23,1220,49
15,118,1504,75,1522,113
15,122,796,-1,806,20
15,124,791,105,815,147
15,125,1596,94,1615,121
15,134,330,158,356,209
15,142,777,142,798,191
15,151,265,183,295,240
15,152,1533,82,1551,120
15,154,1378,-6,1382,3
15,157,300,182,318,209
15,158,1306,21,1321,47
15,160,508,52,522,82
15,161,993,4,997,13
15,164,1014,177,1048,233
15,165,1101,23,1106,50
15,166,758,62,771,95
15,168,826,97,840,137
15,174,868,-3,871,3
15,177,836,603,892,726
15,178,1424,57,1443,91
15,180,1348,39,1363,55
16,18,746,-11,758,9
16,21,754,-11,763,8
16,27,565,10,574,34
16,32,740,-10,750,9
16,33,1229,-17,1236,2
16,40,1552,88,1579,129
16,45,1362,-5,1366,2
16,50,1384,-4,1387,3
16,57,1490,74,1513,114
16,62,1535,84,1556,124
16,66,206,221,245,289
16,67,767,62,782,96
16,76,430,102,447,143
16,84,954,92,963,124
16,87,972,-12,980,2
16,88,447,89,465,126
16,96,485,31,495,50
16,97,1886,152,1907,207
16,99,762,-12,772,9
16,100,1283,27,1293,55
16,101,1376,9,1386,25
16,106,792,1,803,24
16,109,1863,156,1906,212
16,110,841,75,855,110
16,111,1213,23,1221,50
16,118,1504,76,1522,113
16,122,796,-1,805,20
16,124,791,105,815,148
16,125,1595,94,1614,121
16,134,329,158,357,209
16,142,778,142,798,191
16,151,265,183,294,239
16,152,1533,81,1550,120
16,154,1378,-6,1383,3
16,157,304,190,317,209
16,158,1305,21,1321,47
16,160,508,52,522,82
16,161,993,4,997,13
16,164,1015,177,1048,232
16,165,1101,24,1107,50
16,166,758,62,771,95
16,168,826,96,840,137
16,174,868,-3,870,3
16,177,835,600,891,724
16,178,1424,57,1444,91
16,180,1348,39,1363,56
17,18,746,-11,759,9
17,21,754,-11,763,8
17,27,565,10,574,34
17,32,740,-11,750,9
17,33,1228,-17,1236,2
17,40,1552,88,1578,128
17,45,1361,-6,1365,2
17,50,1383,-3,1387,3
17,57,1489,74,1513,114
17,62,1534,84,1556,124
17,66,206,221,247,289
17,67,767,62,783,96
17,76,430,102,447,144
17,84,954,92,963,124
17,87,972,-12,980,2
17,88,448,89,465,126
17,96,485,31,494,50
17,97,1885,152,1903,207
17,99,762,-12,772,9
17,100,1282,27,1292,55
17,101,1377,9,1386,25
17,106,792,1,803,24
17,109,1864,156,1907,212
17,110,842,75,855,110
17,111,1213,23,1223,50
17,118,1504,76,1523,113
17,122,796,-1,805,20
17,124,790,105,814,148
17,125,1595,94,1614,121
17,134,328,158,358,210
17,142,778,142,797,192
17,151,264,183,298,239
17,152,1533,81,1546,120
17,154,1379,-5,1383,3
17,157,303,190,316,210
17,158,1306,21,1320,47
17,160,509,51,523,82
17,161,993,4,998,13
17,164,1017,177,1049,232
17,165,1100,24,1109,50
17,166,758,63,772,96
17,168,826,96,840,136
17,174,867,-3,870,3
17,177,834,598,889,724
17,178,1425,57,1445,92
17,180,1349,39,1363,56
18,18,747,-11,759,9
18,21,755,-11,763,7
18,27,565,10,575,34
18,32,740,-11,750,8
18,33,1228,-16,1236,2
18,40,1552,88,1578,127
18,45,1361,-6,1365,2
18,50,1383,-3,1387,3
18,57,1488,74,1513,114
18,62,1533,84,1555,124
18,66,207,221,250,289
18,67,768,62,783,96
18,76,430,102,447,144
18,84,955,92,963,124
18,87,972,-12,980,2
18,88,448,88,465,125
18,96,484,32,493,50
18,97,1873,152,1901,206
18,99,763,-12,773,8
18,100,1281,27,1292,55
18,101,1377,9,1387,25
18,106,792,1,803,24
18,109,1864,156,1908,212
18,110,844,75,855,111
18,111,1212,24,1224,50
18,118,1504,76,1524,114
18,122,793,-1,805,20
18,124,790,104,814,148
18,125,1597,94,1613,120
18,134,327,159,358,211
18,142,778,143,797,193
18,151,263,183,297,239
18,152,1534,81,1546,120
18,154,1379,-5,1384,3
18,157,302,191,314,204
18,158,1306,21,1319,47
18,160,509,51,523,82
18,161,993,4,998,16
18,164,1020,177,1050,233
18,165,1100,24,1110,50
18,166,757,63,772,96
18,168,826,96,840,136
18,174,867,-3,870,3
18,177,833,596,888,725
18,178,1425,57,1445,92
18,180,1349,39,1363,56
19,18,747,-11,759,9
19,21,755,-11,763,9
19,27,566,10,577,34
19,32,740,-11,750,8
19,33,1227,-16,1236,2
19,40,1552,87,1576,127
19,45,1361,-6,1364,3
19,50,1382,-3,1387,3
19,57,1488,75,1513,114
19,62,1533,84,1555,124
19,66,207,221,252,289
19,67,768,61,783,96
19,76,430,103,447,145
19,84,956,92,963,124
19,87,972,-12,979,2
19,88,449,88,465,124
19,96,484,32,493,50
19,97,1872,151,1903,206
19,99,763,-12,773,8
19,100,1280,27,1292,55
19,101,1378,9,1387,25
19,106,793,1,804,24
19,109,1866,156,1909,212
19,110,846,75,854,111
19,111,1212,24,1225,50
19,118,1504,76,1524,114
19,122,793,-1,805,20
19,124,790,104,814,148
19,125,1596,94,1612,119
19,134,327,159,359,212
19,142,778,143,797,194
19,151,263,183,296,239
19,152,1534,80,1545,118
19,154,1379,-5,1384,3
19,157,302,191,314,205
19,158,1306,21,1317,47
19,160,509,51,523,82
19,161,993,4,999,16
19,164,1023,176,1050,233
19,165,1100,24,1112,49
19,166,757,63,772,96
19,168,826,96,840,135
19,174,866,-3,870,3
19,177,832,594,887,725
19,178,1425,57,1445,92
19,180,1350,39,1363,56
20,18,747,-11,759,9
20,21,755,-12,763,9
20,27,566,10,578,34
20,32,740,-11,750,9
20,33,1226,-16,1236,2
20,40,1553,87,1575,128
20,45,1361,-6,1364,3
20,50,1382,-3,1386,3
20,57,1487,75,1513,114
20,62,1533,84,1554,123
20,66,208,221,253,289
20,67,768,62,783,96
20,76,430,103,447,145
20,84,957,91,963,125
20,87,971,-12,979,2
20,88,449,88,465,124
20,96,483,32,492,50
20,97,1871,151,1901,194
20,99,763,-12,773,8
20,100,1279,27,1291,55
20,101,1379,9,1387,25
20,106,793,1,804,24
20,109,1867,156,1910,212
20,110,848,75,854,111
20,111,1212,24,1226,50
20,118,1504,76,1525,114
20,122,793,-1,804,20
20,124,790,104,813,148
20,125,1595,94,1611,117
20,134,327,160,359,212
20,142,778,144,797,194
20,151,262,183,295,239
20,152,1532,80,1545,113
20,154,1380,-5,1385,3
20,158,1306,21,1316,47
20,160,508,52,523,82
20,161,993,4,999,18
20,164,1027,176,1051,233
20,165,1099,24,1113,49
20,166,757,64,772,96
20,168,826,96,839,134
20,174,865,-3,870,18
20,177,831,593,885,726
20,178,1426,57,1445,92
20,180,1350,39,1363,56
21,18,748,-11,759,9
21,21,755,-12,764,9
21,27,566,10,578,34
21,32,740,-11,750,9
21,33,1226,-16,1236,2
21,40,1553,87,1574,121
21,45,1361,-6,1363,3
21,50,1381,-3,1386,3
21,57,1487,75,1513,113
21,62,1532,84,1553,123
21,66,209,221,254,289
21,67,768,62,784,95
21,76,430,104,447,145
21,84,958,91,963,125
21,87,971,-13,979,2
21,88,449,87,465,124
21,96,483,32,492,50
21,97,1871,151,1900,194
21,99,763,-12,773,8
21,100,1279,27,1291,55
21,101,1380,8,1387,25
21,106,793,1,804,24
21,109,1869,156,1911,212
21,110,850,74,855,111
21,111,1212,24,1227,50
21,118,1504,76,1526,114
21,122,794,-1,804,19
21,124,790,104,813,148
21,125,1595,94,1611,116
21,134,326,160,359,213
21,142,779,144,796,195
21,151,262,183,294,239
21,152,1530,80,1544,118
21,154,1380,-5,1386,3
21,158,1306,21,1314,47
21,160,508,52,523,83
21,161,993,4,999,18
21,164,1030,175,1054,233
21,165,1099,24,1114,49
21,166,757,64,773,96
21,168,825,95,839,135
21,174,863,-3,869,18
21,177,831,591,883,726
21,178,1427,57,1445,92
21,180,1351,39,1363,56
22,18,748,-11,759,9
22,21,756,-12,764,9
22,27,566,10,578,34
22,32,741,-11,750,9
22,33,1225,-16,1236,2
22,40,1554,86,1574,112
22,45,1361,-6,1363,3
22,50,1381,-3,1386,3
22,57,1486,75,1512,113
22,62,1532,84,1552,122
22,66,210,221,254,288
22,67,768,62,784,95
22,76,429,104,447,146
22,84,958,91,964,125
22,87,971,-13,979,2
22,88,449,87,465,124
22,96,482,33,492,50
22,97,1868,151,1899,204
22,99,763,-12,773,8
22,100,1279,27,1291,55
22,101,1381,8,1387,25
22,106,793,1,804,24
22,109,1871,156,1912,212
22,110,850,74,857,111
22,111,1212,24,1228,50
22,118,1504,76,1526,114
22,122,794,-1,804,10
22,124,789,104,813,148
22,125,1594,94,1609,116
22,134,326,161,359,213
22,142,779,144,796,195
22,151,261,183,293,239
22,152,1529,80,1547,113
22,154,1382,-5,1386,3
22,158,1306,21,1313,48
22,160,508,52,523,83
22,161,993,4,1000,18
22,164,1033,175,1058,233
22,165,1099,24,1115,49
22,166,757,64,773,97
22,168,825,95,839,135
22,174,862,-3,869,18
22,177,830,590,882,725
22,178,1428,57,1445,92
22,180,1351,39,1363,55
23,18,749,-11,759,9
23,21,756,-12,764,9
23,27,567,10,579,34
23,32,741,-11,750,9
23,33,1225,-16,1236,2
23,40,1557,86,1573,113
23,45,1360,-6,1363,3
23,50,1381,-3,1385,2
23,57,1486,75,1512,113
23,62,1532,84,1551,122
23,66,212,220,254,287
23,67,768,62,784,96
23,76,429,104,447,146
23,84,959,91,965,125
23,87,971,-13,979,2
23,88,450,87,466,125
23,96,481,33,491,50
23,97,1868,150,1898,205
23,99,763,-12,774,8
23,100,1279,27,1290,54
23,101,1381,8,1387,25
23,106,793,1,804,24
23,109,1872,156,1912,212
23,110,850,74,858,111
23,111,1212,25,1229,51
23,118,1504,76,1527,114
23,122,793,-1,804,8
23,124,789,104,813,148
23,125,1595,94,1606,110
23,134,326,161,359,214
23,142,779,145,796,191
23,151,261,183,293,239
