frame_no_cam,person_id,x_top_left_BB,y_top_left_BB,x_bottom_right_BB,y_bottom_right_BB
21,85,1499,244,1574,370
21,96,662,-27,679,7
21,106,48,7,79,54
21,122,-12,19,18,72
21,171,1253,432,1354,612
21,179,224,285,283,372
21,184,881,-30,891,5
22,27,529,2,550,46
22,85,1499,242,1575,370
22,96,662,-27,679,8
22,106,48,7,79,54
22,122,-12,19,18,72
22,171,1245,434,1351,612
22,179,221,285,277,372
22,184,880,-30,891,5
23,27,528,3,550,46
23,85,1500,240,1575,370
23,96,662,-26,679,8
23,106,48,7,80,53
23,122,-11,19,19,72
23,171,1239,435,1349,611
23,179,216,285,273,375
23,184,880,-29,891,5
24,27,528,3,550,46
24,85,1501,238,1576,370
24,96,662,-26,680,8
24,106,48,6,80,52
24,122,-11,19,21,72
24,171,1236,436,1345,613
24,179,211,286,269,375
24,184,879,-29,890,4
25,27,528,3,550,46
25,85,1501,237,1577,370
25,96,663,-26,680,8
25,106,49,6,80,51
25,122,-11,19,24,72
25,171,1236,436,1341,615
25,172,632,493,655,526
25,179,206,287,265,376
25,184,879,-29,890,4
26,27,528,3,550,47
26,85,1502,236,1577,370
26,96,664,-26,680,8
26,106,49,6,81,54
26,122,-10,19,27,72
26,171,1235,437,1339,617
26,172,630,492,653,524
26,179,201,289,263,403
26,184,879,-29,890,5
27,27,527,3,550,47
27,85,1503,235,1578,370
27,96,665,-27,680,8
27,106,49,6,81,54
27,122,-10,20,29,72
27,171,1234,437,1338,617
27,172,628,489,652,522
27,179,196,290,261,405
27,184,878,-29,890,5
28,27,526,3,549,47
28,85,1504,235,1578,370
28,96,667,-27,680,9
28,106,49,5,81,54
28,122,-9,20,31,72
28,171,1234,437,1337,618
28,172,626,486,651,519
28,179,191,292,258,407
28,184,878,-29,890,5
29,27,526,3,548,47
29,85,1505,235,1579,370
29,96,668,-27,680,9
29,106,49,5,81,54
29,122,-8,20,31,71
29,171,1234,438,1335,618
29,172,625,483,650,516
29,179,186,294,255,409
29,184,878,-29,890,5
30,27,525,2,547,47
30,85,1505,235,1580,370
30,96,669,-27,681,9
30,106,50,5,81,54
30,122,-7,20,31,71
30,171,1234,438,1332,618
30,172,625,453,650,514
30,179,181,295,252,410
30,184,877,-29,890,5
31,27,525,2,546,47
31,85,1505,235,1580,370
31,96,670,-27,682,9
31,106,50,5,82,54
31,122,-5,20,32,71
31,171,1235,437,1327,618
31,172,622,452,647,511
31,179,175,296,248,411
31,184,877,-28,890,5
32,27,524,2,544,47
32,85,1506,236,1581,369
32,96,670,-28,683,7
32,106,50,5,81,54
32,122,-4,20,32,70
32,171,1231,437,1322,618
32,172,620,451,646,511
32,179,171,296,244,412
32,184,876,-28,890,5
33,27,524,2,543,47
33,85,1506,236,1581,369
33,96,671,-27,684,8
33,106,50,5,84,54
33,122,-3,20,32,70
33,171,1226,437,1320,618
33,172,617,429,649,510
33,179,166,297,239,412
33,184,876,-28,890,5
34,27,522,2,541,47
34,85,1507,235,1582,367
34,96,671,-27,685,9
34,106,50,5,85,54
34,122,-2,20,31,70
34,171,1220,437,1320,618
34,172,614,428,653,511
34,179,162,297,249,414
34,184,875,-27,890,5
35,27,521,2,539,47
35,85,1507,235,1582,365
35,96,671,-27,686,9
35,106,51,5,86,54
35,122,-1,19,31,70
35,171,1214,438,1320,618
35,172,611,428,654,518
35,179,158,297,240,416
35,184,875,-27,890,5
36,27,520,2,538,47
36,85,1508,234,1583,362
36,96,672,-26,687,9
36,106,51,6,86,54
36,122,0,19,31,70
36,171,1209,438,1319,618
36,172,608,429,652,519
36,179,155,297,231,417
36,184,875,-27,890,5
37,27,520,2,536,46
37,85,1509,233,1583,359
37,96,672,-26,689,9
37,106,52,6,86,54
37,122,0,19,31,70
37,171,1204,439,1319,618
37,172,606,429,653,520
37,179,151,297,222,418
37,184,874,-27,890,6
38,27,519,2,536,46
38,85,1510,232,1583,355
38,96,672,-25,690,9
38,106,52,6,86,54
38,122,0,19,31,70
38,171,1200,439,1318,624
38,172,604,430,655,522
38,179,148,298,217,418
38,184,874,-27,889,6
39,27,518,2,536,47
39,85,1511,231,1583,352
39,96,673,-25,690,9
39,106,53,6,85,53
39,122,0,19,31,70
39,171,1196,440,1317,629
39,172,602,431,653,524
39,179,145,298,216,419
39,184,873,-27,889,6
40,27,517,2,535,47
40,85,1512,229,1583,351
40,96,674,-25,691,9
40,106,53,6,85,53
40,122,0,18,32,70
40,171,1192,441,1316,634
40,172,600,432,651,528
40,179,142,299,215,419
40,184,873,-27,888,6
41,27,516,2,535,47
41,85,1513,227,1584,350
41,96,675,-25,691,9
41,106,53,6,85,53
41,122,0,18,33,70
41,171,1188,442,1315,637
41,172,597,433,650,530
41,179,137,300,216,421
41,184,873,-28,887,6
42,27,515,2,535,47
42,85,1514,225,1584,353
42,96,676,-25,692,10
42,106,54,6,86,52
42,122,0,18,34,70
42,171,1185,443,1313,639
42,172,593,433,648,529
42,179,132,301,216,423
42,184,873,-28,885,6
43,27,515,3,535,47
43,85,1515,224,1584,353
43,96,676,-25,692,10
43,106,54,5,85,52
43,122,1,18,35,70
43,171,1182,445,1311,640
43,172,588,433,656,526
43,179,127,303,216,425
43,184,873,-28,884,6
44,27,514,3,535,47
44,85,1517,223,1584,353
44,96,678,-25,692,10
44,106,54,5,86,52
44,122,1,18,36,70
44,171,1180,446,1309,641
44,172,584,433,654,524
44,179,120,306,216,427
44,184,873,-29,883,6
45,27,514,3,535,47
45,85,1518,222,1585,353
45,96,679,-26,692,10
45,106,54,5,86,52
45,122,2,18,37,70
45,171,1177,447,1306,641
45,172,580,432,652,523
45,179,112,308,216,429
45,184,873,-29,882,6
46,27,513,3,535,48
46,85,1519,222,1585,353
46,96,680,-26,692,10
46,106,55,5,87,52
46,122,3,18,37,70
46,171,1176,449,1302,642
46,172,577,430,650,522
46,179,105,310,215,460
46,184,872,-29,882,6
47,27,513,3,535,48
47,85,1520,222,1586,353
47,96,681,-26,692,10
47,106,55,4,87,52
47,122,3,18,39,70
47,171,1174,450,1298,643
47,172,575,429,648,521
47,179,99,312,212,462
47,184,872,-29,881,6
48,27,513,3,535,48
48,85,1520,222,1587,353
48,96,681,-26,693,10
48,106,55,4,88,52
48,122,4,18,40,70
48,171,1173,451,1294,644
48,172,573,427,655,521
48,179,94,313,209,463
48,184,872,-29,881,6
49,27,513,3,535,48
49,85,1521,223,1588,353
49,96,682,-26,693,10
49,106,55,4,88,52
49,122,5,18,41,69
49,171,1172,451,1290,644
49,172,572,426,653,521
49,179,91,314,204,464
49,184,871,-29,881,6
50,27,513,3,534,48
50,85,1521,223,1589,352
50,96,683,-26,694,10
50,106,55,4,88,52
50,122,6,18,41,69
50,171,1172,452,1285,645
50,172,571,426,649,522
50,179,89,315,197,464
50,184,869,-28,882,6
51,27,514,3,533,48
51,85,1521,223,1590,351
51,96,684,-26,695,10
51,106,55,4,88,52
51,122,6,18,42,69
51,171,1172,453,1279,645
51,172,570,427,647,561
51,179,88,316,189,464
51,184,867,-28,882,6
52,27,514,3,531,48
52,85,1522,222,1591,350
52,96,684,-26,697,10
52,106,56,4,88,52
52,122,7,18,42,68
52,171,1171,454,1275,645
52,172,569,428,643,563
52,179,86,316,181,463
52,184,866,-28,882,6
53,27,513,3,530,48
53,85,1522,222,1592,348
53,96,684,-25,700,10
53,106,56,4,88,52
53,122,8,18,41,68
53,171,1172,454,1270,645
53,172,568,429,640,564
53,179,83,316,172,463
53,184,866,-28,883,6
54,27,513,3,528,48
54,85,1522,221,1593,344
54,96,684,-25,701,10
54,106,55,4,88,52
54,122,9,18,41,67
54,171,1172,455,1265,645
54,172,567,430,637,565
54,179,79,316,162,463
54,184,866,-28,882,6
55,27,513,3,527,48
55,85,1523,220,1593,341
55,96,684,-25,702,10
55,106,55,4,88,52
55,122,10,17,42,67
55,171,1173,455,1261,645
55,172,565,431,633,566
55,179,75,316,160,463
55,184,865,-27,882,7
56,27,513,3,525,48
56,85,1525,219,1594,339
56,96,684,-24,703,10
56,106,55,4,88,52
56,122,11,17,42,67
56,171,1171,455,1257,645
56,172,562,432,631,568
56,179,72,316,161,463
56,184,865,-27,881,7
57,27,513,3,523,48
57,85,1526,217,1594,339
57,96,684,-24,703,10
57,106,56,4,88,51
57,122,13,17,42,67
57,171,1167,455,1253,645
57,172,560,433,629,569
57,179,66,316,159,463
57,184,865,-27,881,7
58,27,512,3,523,48
58,85,1527,215,1595,339
58,96,685,-24,703,10
58,106,56,4,88,51
58,122,14,16,42,67
58,171,1164,456,1250,645
58,172,558,434,626,569
58,179,61,317,160,462
58,184,865,-27,880,7
59,27,511,3,524,48
59,85,1528,214,1595,339
59,96,686,-25,703,10
59,106,56,4,88,51
59,122,14,16,43,67
59,171,1161,457,1246,644
59,172,556,434,624,569
59,179,55,318,161,463
59,184,865,-27,879,7
60,27,510,3,524,48
60,85,1528,212,1596,339
60,96,687,-25,703,10
60,106,56,4,88,51
60,122,15,16,44,64
60,171,1160,458,1242,644
60,172,555,434,624,584
60,179,50,319,162,463
60,184,864,-27,878,7
61,27,510,3,524,48
61,85,1529,211,1596,339
61,96,688,-25,703,10
61,106,57,4,88,50
61,122,16,16,45,67
61,171,1154,459,1238,644
61,172,554,434,623,592
61,179,57,336,163,463
61,184,864,-28,876,8
62,27,508,3,524,48
62,85,1529,210,1597,339
62,96,690,-25,702,10
62,106,57,4,89,50
62,122,16,15,46,67
62,171,1145,460,1236,644
62,172,552,435,622,601
62,179,59,346,164,462
62,184,863,-28,875,8
63,27,507,3,525,48
63,85,1529,210,1597,339
63,96,691,-25,703,10
63,106,58,4,89,49
63,122,17,15,46,67
63,171,1137,462,1234,644
63,172,550,436,620,608
63,179,91,409,165,462
63,184,863,-28,873,8
64,27,506,3,525,48
64,85,1529,210,1598,339
64,96,691,-26,704,10
64,106,59,3,89,48
64,122,17,15,49,67
64,171,1131,463,1232,646
64,172,547,439,615,614
64,179,85,411,164,461
64,184,862,-28,873,8
65,27,505,4,525,48
65,85,1529,211,1598,339
65,96,691,-26,705,10
65,106,59,3,89,50
65,122,17,15,52,67
65,171,1128,464,1228,648
65,172,544,442,614,618
65,179,110,424,160,460
65,184,860,-28,873,7
66,27,505,4,525,48
66,85,1528,211,1599,338
66,96,691,-26,706,10
66,106,59,3,89,50
66,122,18,15,54,67
66,171,1127,465,1228,651
66,172,541,445,613,619
66,179,105,424,156,459
66,184,859,-28,873,8
67,27,505,4,525,48
67,85,1528,211,1599,338
67,96,691,-26,707,10
67,106,59,3,90,50
67,122,18,16,56,67
67,171,1127,466,1228,653
67,172,538,448,612,621
67,179,99,424,150,459
67,184,858,-27,874,8
68,27,505,4,525,49
68,85,1527,211,1600,337
68,96,691,-26,708,10
68,106,60,2,90,50
68,122,19,16,57,66
68,171,1126,466,1227,655
68,172,536,452,610,623
68,179,93,425,143,460
68,184,857,-27,874,9
69,27,504,4,525,49
69,85,1527,211,1600,336
69,96,692,-26,709,10
69,106,60,2,90,50
69,122,20,16,58,66
69,171,1125,467,1226,655
69,172,534,454,607,624
69,184,856,-26,873,9
70,27,503,4,525,49
70,85,1527,210,1601,334
70,96,692,-25,710,10
70,106,60,2,90,50
70,122,21,16,58,66
70,171,1125,467,1224,655
70,172,532,455,604,626
70,184,855,-26,873,9
71,27,502,4,525,49
71,85,1527,209,1601,331
71,96,692,-25,711,11
71,106,60,2,90,50
71,122,22,16,58,66
71,171,1125,467,1221,656
71,172,531,457,601,627
71,184,854,-26,873,8
72,27,502,4,524,49
72,85,1526,208,1600,327
72,96,692,-25,711,10
72,106,60,2,92,50
72,122,23,16,58,65
72,171,1126,467,1217,656
72,172,527,457,599,628
72,184,853,-25,873,7
73,27,501,4,524,49
73,85,1527,207,1601,323
73,96,693,-24,712,11
73,106,61,2,94,50
73,122,24,16,58,65
73,171,1124,468,1211,656
73,172,521,458,600,628
73,184,853,-25,872,7
74,27,500,4,523,49
74,85,1528,206,1600,323
74,96,693,-24,712,11
74,106,61,2,95,50
74,122,25,15,58,64
74,171,1118,468,1205,656
74,172,515,459,602,627
74,184,852,-25,871,7
75,27,500,4,522,49
75,85,1530,204,1600,323
75,96,694,-24,712,11
75,106,61,2,96,50
75,122,26,15,58,64
75,171,1111,468,1202,656
75,172,508,459,603,638
75,184,852,-25,871,6
76,27,499,4,520,49
76,85,1532,203,1598,323
76,96,695,-24,712,11
76,106,62,2,97,50
76,122,26,15,57,64
76,171,1104,468,1201,656
76,172,501,460,606,649
76,184,851,-25,870,6
77,27,498,4,519,50
77,85,1533,201,1598,323
77,96,696,-24,713,12
77,106,62,2,98,50
77,122,27,15,57,64
77,171,1098,469,1201,656
77,172,495,462,608,657
77,184,851,-25,868,7
78,27,497,4,518,50
78,85,1534,200,1597,323
78,96,697,-24,713,12
78,106,63,3,97,50
78,122,28,14,57,64
78,171,1092,469,1200,656
78,172,491,466,610,663
78,184,853,-25,867,7
79,27,497,4,516,50
79,85,1535,200,1597,323
79,96,698,-24,713,12
79,106,63,3,97,49
79,122,28,14,57,64
79,171,1087,470,1200,663
79,172,487,469,610,668
79,184,853,-26,866,7
80,27,496,4,515,50
80,85,1535,199,1597,323
80,96,698,-25,713,12
80,106,64,2,97,49
80,122,28,14,58,64
80,171,1082,471,1199,670
80,172,486,472,610,671
80,184,853,-26,864,5
81,27,495,4,513,48
81,85,1534,199,1597,323
81,96,699,-25,712,12
81,106,65,2,97,48
81,122,28,14,59,64
81,171,1077,472,1199,676
81,172,486,475,610,674
81,184,853,-26,863,5
82,27,495,4,513,49
82,85,1532,199,1597,323
82,96,700,-25,712,12
82,106,65,2,97,48
82,122,29,13,60,64
82,171,1073,473,1199,681
82,172,487,477,608,676
82,184,853,-26,862,5
83,27,494,4,513,49
83,85,1530,199,1598,322
83,96,700,-25,713,12
83,106,66,2,97,48
83,122,29,13,61,64
83,171,1070,474,1199,683
83,172,488,480,606,677
83,184,852,-26,862,5
84,27,493,4,513,50
84,85,1528,199,1598,322
84,96,701,-25,713,12
84,106,66,2,97,48
84,122,29,13,62,64
84,171,1066,476,1198,685
84,172,490,482,605,677
84,184,852,-26,861,5
85,27,493,4,513,50
85,85,1526,199,1597,321
85,96,701,-24,715,12
85,106,67,2,97,48
85,122,29,13,63,64
85,171,1064,478,1196,686
85,172,492,484,603,677
85,184,851,-25,860,5
86,27,492,4,512,49
86,85,1524,198,1596,319
86,96,702,-24,717,12
86,106,67,1,97,48
86,122,30,13,63,64
86,171,1062,479,1194,687
86,172,494,486,601,676
86,184,850,-25,860,4
87,27,492,5,512,49
87,85,1524,198,1594,317
87,96,702,-23,718,12
87,106,67,1,98,48
87,122,31,13,64,64
87,171,1060,481,1190,687
87,172,496,487,598,676
87,184,850,-24,860,4
88,27,491,5,512,50
88,85,1523,197,1591,314
88,96,703,-23,718,12
88,106,67,1,98,48
88,122,31,13,64,63
88,171,1059,482,1186,688
88,172,498,488,596,675
88,184,849,-24,859,4
89,27,491,5,512,50
89,85,1523,196,1588,311
89,96,704,-23,718,12
89,106,67,1,99,48
89,122,32,13,66,63
89,171,1058,483,1180,689
89,172,499,490,593,675
89,184,848,-24,859,4
90,27,491,5,512,50
90,85,1523,195,1585,309
90,96,704,-23,718,13
90,106,67,1,99,48
90,122,32,13,67,63
90,171,1058,485,1174,689
90,172,500,492,592,674
90,184,848,-24,858,4
91,27,490,5,512,51
91,85,1524,194,1582,308
91,96,704,-23,718,13
91,106,67,1,99,48
91,122,33,13,67,62
91,171,1059,486,1167,689
91,172,501,494,591,674
91,184,847,-24,857,4
92,27,490,5,512,51
92,85,1525,192,1579,308
92,96,705,-23,718,13
92,106,67,1,99,48
92,122,34,13,67,62
92,171,1060,487,1159,689
92,172,501,495,591,685
92,184,846,-24,856,4
93,27,490,5,511,51
93,85,1525,191,1576,305
93,96,706,-23,719,13
93,106,68,1,99,48
93,122,35,13,67,62
93,171,1061,488,1153,689
93,172,501,497,591,695
93,184,845,-24,856,5
94,27,490,5,511,51
94,85,1524,190,1574,305
94,96,706,-23,719,13
94,106,68,1,99,48
94,122,36,13,67,61
94,171,1061,488,1147,689
94,172,500,500,594,705
94,184,845,-24,855,5
95,27,491,5,511,51
95,85,1522,189,1572,309
95,96,706,-23,720,13
95,106,68,1,99,48
95,122,37,13,67,61
95,171,1062,489,1142,689
95,172,500,503,597,711
95,184,844,-24,854,5
95,185,896,-34,908,5
96,27,490,5,510,51
96,85,1519,188,1570,309
96,96,707,-24,720,13
96,106,69,1,100,48
96,122,38,12,67,61
96,171,1061,489,1137,689
96,172,499,506,601,715
96,184,843,-25,854,5
96,185,896,-34,907,5
97,27,490,5,509,51
97,85,1513,188,1569,308
97,96,707,-24,721,13
97,106,69,1,100,48
97,122,38,12,68,61
97,171,1055,489,1133,689
97,172,498,508,604,718
97,184,842,-25,853,5
97,185,895,-33,907,5
98,27,490,5,508,51
98,85,1506,188,1567,308
98,96,707,-24,722,13
98,106,70,1,100,47
98,122,39,12,68,58
98,171,1051,490,1129,689
98,172,498,511,607,721
98,184,841,-25,853,5
98,185,894,-33,906,5
99,27,490,5,506,51
99,85,1500,188,1566,308
99,96,707,-24,722,13
99,106,70,1,100,47
99,122,39,11,69,58
99,171,1047,491,1125,689
99,172,499,513,610,722
99,184,840,-25,853,5
99,185,894,-33,905,5
100,27,489,5,505,51
100,85,1496,189,1563,307
100,96,708,-24,723,13
100,106,70,1,100,47
100,122,40,11,70,61
100,171,1044,491,1120,688
100,172,501,516,613,722
100,184,839,-24,853,11
100,185,893,-33,905,5
101,27,489,5,503,51
101,85,1493,189,1560,306
101,96,708,-23,724,13
101,106,71,1,101,47
101,122,40,11,70,61
101,171,1043,492,1116,688
101,172,503,517,616,722
101,184,838,-24,853,12
101,185,893,-33,904,5
102,27,489,5,501,51
102,85,1493,189,1557,303
102,96,708,-23,725,13
102,106,71,1,101,46
102,122,41,11,71,61
102,171,1034,494,1115,688
102,172,508,519,617,722
102,184,837,-24,853,12
102,185,892,-34,904,5
103,27,488,5,502,51
103,85,1492,189,1553,301
103,96,708,-22,726,13
103,106,71,1,101,46
103,122,41,11,71,61
103,171,1022,495,1118,687
103,172,513,520,617,722
103,184,836,-23,853,11
103,185,890,-33,905,5
104,27,487,5,502,51
104,85,1492,189,1550,299
104,96,708,-22,726,13
104,106,71,0,102,45
104,122,41,11,74,61
104,171,1012,496,1120,687
104,172,520,521,617,722
104,184,835,-23,852,12
104,185,889,-33,905,5
105,27,487,5,502,51
105,85,1492,188,1547,296
105,96,709,-22,727,14
105,106,72,0,102,44
105,122,42,11,76,61
105,171,1007,498,1121,687
105,172,527,522,617,722
105,184,834,-23,852,12
105,185,888,-33,904,5
106,27,486,5,502,51
106,85,1492,187,1544,295
106,96,709,-22,727,14
106,106,72,0,102,43
106,122,42,11,78,61
106,171,1006,498,1122,689
106,172,534,523,617,721
106,184,834,-23,852,12
106,185,888,-33,904,5
107,27,484,6,503,51
107,85,1493,185,1542,295
107,96,710,-22,728,14
107,106,72,0,102,46
107,122,42,11,80,61
107,171,1004,499,1122,691
107,172,540,524,617,720
107,184,833,-22,851,13
107,185,887,-33,903,5
108,27,482,6,503,51
108,85,1491,183,1540,296
108,96,710,-22,728,14
108,106,72,0,102,46
108,122,43,11,81,61
108,171,1003,499,1121,692
108,172,542,526,620,720
108,184,833,-23,850,13
108,185,886,-33,902,5
109,27,481,6,503,51
109,85,1489,181,1538,296
109,96,711,-22,728,14
109,106,73,0,103,46
109,122,44,11,81,61
109,171,1002,500,1120,693
109,172,545,528,624,720
109,184,833,-23,849,13
109,185,886,-33,902,5
110,27,480,6,503,51
110,85,1485,180,1537,296
110,96,712,-22,728,14
110,106,73,0,103,46
110,122,45,11,81,60
110,171,1003,500,1117,693
110,172,546,530,636,728
110,184,833,-23,850,13
110,185,885,-33,901,5
111,27,480,6,503,51
111,85,1482,179,1535,296
111,96,712,-22,728,14
111,106,73,0,103,46
111,122,45,11,81,60
111,171,1003,500,1113,693
111,172,548,533,648,734
111,184,833,-23,849,13
111,185,885,-32,901,5
112,27,480,7,503,51
112,85,1479,179,1534,296
112,96,713,-22,728,15
112,106,73,0,103,46
112,122,46,11,81,59
112,171,1002,500,1107,693
112,172,550,537,658,738
112,184,833,-23,847,13
112,185,884,-32,900,5
113,27,479,7,503,52
113,85,1476,179,1533,296
113,96,714,-23,728,15
113,106,73,0,105,46
113,122,47,11,81,59
113,171,1001,500,1100,693
113,172,555,539,665,742
113,184,833,-23,846,13
113,185,883,-32,899,5
114,27,478,7,503,52
114,85,1473,179,1532,296
114,96,714,-23,729,15
114,106,74,0,106,46
114,122,48,11,81,59
114,171,993,500,1093,693
114,172,559,541,666,746
114,184,833,-23,844,13
114,185,883,-32,899,5
115,27,478,7,502,52
115,85,1469,179,1531,296
115,96,715,-23,729,15
115,106,74,0,107,46
115,122,48,10,80,59
115,171,987,500,1084,694
115,172,559,543,669,749
115,184,833,-24,843,13
115,185,887,-33,895,5
116,27,477,6,501,52
116,85,1466,180,1530,296
116,96,716,-23,729,14
116,106,74,0,108,46
116,122,49,10,80,59
116,171,982,500,1076,693
116,172,560,544,670,750
116,184,833,-24,842,13
116,185,885,-33,894,5
117,27,476,6,500,52
117,85,1463,180,1529,295
117,96,717,-22,729,14
117,106,75,0,108,46
117,122,49,10,80,59
117,171,975,501,1075,693
117,172,563,545,670,749
117,184,833,-23,842,13
117,185,883,-33,895,5
118,27,476,6,499,52
118,85,1460,180,1527,294
118,96,717,-22,730,15
118,106,75,0,108,46
118,122,49,10,80,59
118,171,968,502,1074,694
118,172,570,545,668,749
118,184,832,-23,842,13
118,185,882,-33,895,5
119,27,475,6,497,52
119,85,1459,179,1525,292
119,96,717,-22,731,15
119,106,76,0,108,46
119,122,49,9,81,59
119,171,963,503,1073,702
119,172,577,545,669,749
119,184,831,-23,843,13
119,185,880,-32,896,5
120,27,475,6,496,52
120,85,1458,179,1522,290
120,96,718,-21,733,15
120,106,76,0,107,45
120,122,49,9,82,59
120,171,958,503,1071,709
120,172,585,545,671,748
120,184,830,-22,843,13
120,185,879,-32,896,5
121,27,473,6,494,52
121,85,1457,178,1520,287
121,96,718,-21,733,15
121,106,77,0,107,45
121,122,49,9,83,58
121,171,955,504,1069,714
121,172,597,544,670,747
121,184,829,-22,843,12
121,185,878,-32,896,5
122,27,473,6,492,52
122,85,1457,177,1517,284
122,96,719,-21,734,15
122,106,77,0,107,45
122,122,49,9,83,58
122,171,951,506,1065,717
122,172,611,544,669,746
122,184,829,-20,843,12
122,185,877,-31,895,5
123,27,472,5,490,52
123,85,1456,176,1513,282
123,96,720,-20,734,15
123,106,77,0,107,44
123,122,50,9,84,58
123,171,945,507,1063,718
123,172,623,543,678,745
123,184,830,-17,843,12
123,185,876,-31,895,5
124,27,471,6,488,51
124,85,1456,174,1510,283
124,96,720,-20,734,15
124,106,78,0,107,44
124,122,50,9,84,58
124,171,940,508,1061,718
124,172,626,542,687,744
124,184,830,-17,842,11
124,185,876,-31,895,5
125,27,470,6,487,51
125,85,1456,173,1508,283
125,96,721,-20,734,16
125,106,78,0,108,44
125,122,51,9,84,58
125,171,935,510,1059,719
125,172,626,542,698,748
125,184,830,-12,841,11
125,185,875,-31,894,5
126,27,469,6,487,52
126,85,1456,172,1505,283
126,96,721,-20,734,16
126,106,78,0,108,44
126,122,51,9,85,58
126,171,931,511,1056,720
126,172,625,542,709,750
